species	type	location	rxn	time
1	I	2	Sample_recovery	98.00333962
2	I	3	Sample_recovery	88.07295254
3	I	3	Sample_recovery	100.00000387
4	I	3	Sample_recovery	63.90727366
5	I	3	Sample_recovery	79.61283966
6	I	3	Sample_recovery	100.00000405
7	I	3	Sample_recovery	87.61680922
8	I	3	Sample_recovery	97.02570330
9	I	3	Sample_recovery	100.00000915
10	I	3	Sample_recovery	87.18009584
11	I	3	Sample_recovery	92.29091188
12	I	3	Sample_recovery	99.89096829
13	I	3	Sample_recovery	100.00000387
14	I	2	Sample_recovery	98.51913439
15	I	1	Sample_recovery	100.00000816
16	I	4	Sample_recovery	100.00000050
17	I	0	Sample_recovery	100.00000507
18	I	0	Sample_recovery	100.00000503
19	I	1	Sample_recovery	92.09406475
20	I	4	Sample_recovery	80.55806920
21	I	2	Sample_recovery	91.77905938
22	I	1	Sample_recovery	82.84700403
23	I	3	Sample_recovery	97.27038181
24	I	3	Sample_recovery	99.79647340
25	I	2	Sample_recovery	68.80605247
26	I	4	Sample_recovery	100.00000157
27	I	2	Sample_recovery	98.51454330
28	I	2	Sample_recovery	100.00000269
29	I	3	Sample_recovery	100.00000716
30	I	2	Sample_recovery	99.49852528
31	I	1	Sample_recovery	91.19839650
32	I	2	Sample_recovery	100.00000606
33	I	2	Sample_recovery	94.44791746
34	I	2	Sample_recovery	91.01247689
35	I	3	Sample_recovery	78.83621776
36	I	4	Sample_recovery	90.91755569
37	I	4	Sample_recovery	97.34812880
38	I	2	Sample_recovery	100.00000610
39	I	2	Sample_recovery	100.00000059
40	I	4	Sample_recovery	99.35738927
41	I	3	Sample_recovery	100.00000815
42	I	3	Sample_recovery	79.89523115
43	I	4	Sample_recovery	100.00000292
44	I	4	Sample_recovery	86.41908294
45	I	1	Sample_recovery	57.61251377
46	I	3	Sample_recovery	99.91029031
47	I	3	Sample_recovery	99.88343855
48	I	3	Sample_recovery	72.23857108
49	I	3	Sample_recovery	100.00000449
50	I	1	Sample_recovery	95.41078095
51	I	2	Sample_recovery	90.79253649
52	I	1	Sample_recovery	100.00000595
53	I	1	Sample_recovery	91.11965064
54	I	2	Sample_recovery	71.58994707
55	I	3	Sample_recovery	93.68402298
56	I	1	Sample_recovery	55.08708501
57	I	4	Sample_recovery	82.40030646
58	I	1	Sample_recovery	100.00000355
59	I	1	Sample_recovery	98.50150933
60	I	4	Sample_recovery	87.78346072
61	I	3	Sample_recovery	61.72371556
62	I	2	Sample_recovery	72.64134099
63	I	0	Sample_recovery	80.72948199
64	I	0	Sample_recovery	93.50456941
65	I	2	Sample_recovery	100.00000764
66	I	2	Sample_recovery	90.85481364
67	I	2	Sample_recovery	100.00000071
68	I	2	Sample_recovery	94.79967338
69	I	3	Sample_recovery	94.40524956
70	I	3	Sample_recovery	91.43560999
71	I	2	Sample_recovery	94.09303068
72	I	1	Sample_recovery	100.00000315
73	I	2	Sample_recovery	75.51836227
74	I	2	Sample_recovery	81.68100369
75	I	2	Sample_recovery	90.61903059
76	I	2	Sample_recovery	93.20975035
77	I	2	Sample_recovery	98.10436573
78	I	3	Sample_recovery	86.54451899
79	I	1	Sample_recovery	85.87751536
80	I	0	Sample_recovery	95.43558940
81	I	4	Sample_recovery	98.03895773
82	I	4	Sample_recovery	98.62321319
83	I	3	Sample_recovery	91.52772504
84	I	0	Sample_recovery	96.29195499
85	I	2	Sample_recovery	100.00000008
86	I	2	Sample_recovery	92.06594002
87	I	2	Sample_recovery	74.86268799
88	I	2	Sample_recovery	100.00000083
89	I	2	Sample_recovery	99.24714096
90	I	4	Sample_recovery	100.00000468
91	I	2	Sample_recovery	91.60686675
92	I	2	Sample_recovery	93.68715695
93	I	3	Sample_recovery	85.94267706
94	I	4	Sample_recovery	99.41044034
95	I	2	Sample_recovery	100.00000023
96	I	2	Sample_recovery	97.89549087
97	I	2	Sample_recovery	100.00000678
98	I	2	Sample_recovery	100.00000431
99	I	3	Sample_recovery	86.73402859
100	I	2	Sample_recovery	99.95908309
101	I	1	Sample_recovery	100.00000072
102	I	4	Sample_recovery	90.01039097
103	I	2	Sample_recovery	98.15378336
104	I	3	Sample_recovery	98.27555822
105	I	2	Sample_recovery	94.99198119
106	I	3	Sample_recovery	84.57048306
107	I	2	Sample_recovery	90.22952114
108	I	2	Sample_recovery	87.79412451
109	I	2	Sample_recovery	90.41370020
110	I	2	Sample_recovery	90.65307449
111	I	2	Sample_recovery	98.87022203
112	I	2	Sample_recovery	54.93901330
113	I	2	Sample_recovery	92.42107503
114	I	2	Sample_recovery	95.05096134
115	I	2	Sample_recovery	74.58784848
116	I	2	Sample_recovery	100.00000665
117	I	2	Sample_recovery	97.89068385
118	I	2	Sample_recovery	98.63220428
119	I	1	Sample_recovery	79.45425976
120	I	3	Sample_recovery	100.00000638
121	I	2	Sample_recovery	92.24625509
122	I	0	Sample_recovery	73.08056160
123	I	0	Sample_recovery	100.00000855
124	I	2	Sample_recovery	94.81738840
125	I	3	Sample_recovery	100.00000217
126	I	3	Sample_recovery	98.57583153
127	I	3	Sample_recovery	80.34157897
128	I	2	Sample_recovery	84.08656124
129	I	3	Sample_recovery	85.80853057
130	I	3	Sample_recovery	99.40841656
131	I	3	Sample_recovery	92.83151903
132	I	3	Sample_recovery	83.54368845
133	I	4	Sample_recovery	100.00000529
134	I	3	Sample_recovery	100.00000422
135	I	4	Sample_recovery	100.00000739
136	I	3	Sample_recovery	77.26081481
137	I	1	Sample_recovery	99.08533347
