sim_number	index_location_0,index_location_1,index_location_2,index_location_3,index_location_4	R_0_0,R_0_1,R_0_2,R_0_3,R_0_4	S_0_0,S_0_1,S_0_2,S_0_3,S_0_4	beta_0,beta_1,beta_2,beta_3,beta_4 	mu	sampling_rate_0,sampling_rate_1,sampling_rate_2,sampling_rate_3,sampling_rate_4	max_tips	mean_migration_rate	 tree_length	num_tips	mean_branch_length	loc0_imports_per_capita_from_0,loc0_imports_per_capita_from_1,loc0_imports_per_capita_from_2,loc0_imports_per_capita_from_3,loc0_imports_per_capita_from_4:loc1_imports_per_capita_from_0,loc1_imports_per_capita_from_1,loc1_imports_per_capita_from_2,loc1_imports_per_capita_from_3,loc1_imports_per_capita_from_4:loc2_imports_per_capita_from_0,loc2_imports_per_capita_from_1,loc2_imports_per_capita_from_2,loc2_imports_per_capita_from_3,loc2_imports_per_capita_from_4:loc3_imports_per_capita_from_0,loc3_imports_per_capita_from_1,loc3_imports_per_capita_from_2,loc3_imports_per_capita_from_3,loc3_imports_per_capita_from_4:loc4_imports_per_capita_from_0,loc4_imports_per_capita_from_1,loc4_imports_per_capita_from_2,loc4_imports_per_capita_from_3,loc4_imports_per_capita_from_4	 infections_per_capita_0,infections_per_capita_1,infections_per_capita_2,infections_per_capita_3,infections_per_capita_4	time_of_first_import_0,time_of_first_import_1,time_of_first_import_2,time_of_first_import_3,time_of_first_import_4	proportion_tips_sampled 	time_of_mass_sample	runtime	num_I_at_mass_sample_time	num_extant_sampled
sim_1	0,1,0,0,0	6.08114,6.08114,6.08114,6.08114,6.08114	1000000,1000000,1000000,1000000,1000000	 0.000000162731,0.000000162731,0.000000162731,0.000000162731,0.000000162731	.02504	.00172,.00172,.00172,.00172,.00172	 499	0.001418527537,0.00123237668,0.007474886395,0.002801344808,0.001418527537,0.009099318124,0.001585128838,0.002594688293,0.00123237668,0.009099318124,0.001350836757,0.002019224431,0.007474886395,0.001585128838,0.001350836757,0.003923668137,0.002801344808,0.002594688293,0.002019224431,0.003923668137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_2	1,0,0,0,0	4.58864,4.58864,4.58864,4.58864,4.58864	1000000,1000000,1000000,1000000,1000000	 0.000000152342,0.000000152342,0.000000152342,0.000000152342,0.000000152342	.02840	.00480,.00480,.00480,.00480,.00480	 499	0.004528280818,0.001644736451,0.001432471236,0.008073688068,0.004528280818,0.001837058776,0.0020595988,0.003468462343,0.001644736451,0.001837058776,0.001795419581,0.001879651816,0.001432471236,0.0020595988,0.001795419581,0.001380632112,0.008073688068,0.003468462343,0.001879651816,0.001380632112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_3	0,0,1,0,0	3.70658,3.70658,3.70658,3.70658,3.70658	1000000,1000000,1000000,1000000,1000000	 0.000000075725,0.000000075725,0.000000075725,0.000000075725,0.000000075725	.02006	.00037,.00037,.00037,.00037,.00037	 499	0.003941265716,0.001802948623,0.001314766186,0.001412702952,0.003941265716,0.001746870513,0.001324598163,0.00137400376,0.001802948623,0.001746870513,0.004831102509,0.006348346341,0.001314766186,0.001324598163,0.004831102509,0.011803395236,0.001412702952,0.00137400376,0.006348346341,0.011803395236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_7	0,0,0,1,0	5.16302,5.16302,5.16302,5.16302,5.16302	1000000,1000000,1000000,1000000,1000000	 0.000000232490,0.000000232490,0.000000232490,0.000000232490,0.000000232490	.04345	.00158,.00158,.00158,.00158,.00158	 499	0.000329754302,0.00115924536,0.000882609519,0.000620064289,0.000329754302,0.000419559774,0.000444436401,0.000524184206,0.00115924536,0.000419559774,0.003653357905,0.001331125099,0.000882609519,0.000444436401,0.003653357905,0.002035663145,0.000620064289,0.000524184206,0.001331125099,0.002035663145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_8	0,0,1,0,0	4.54778,4.54778,4.54778,4.54778,4.54778	1000000,1000000,1000000,1000000,1000000	 0.000000158262,0.000000158262,0.000000158262,0.000000158262,0.000000158262	.03183	.00297,.00297,.00297,.00297,.00297	 499	0.010537039044,0.002643528923,0.003933870286,0.003295436721,0.010537039044,0.003406570578,0.004648597934,0.003217303182,0.002643528923,0.003406570578,0.00242289195,0.002793396268,0.003933870286,0.004648597934,0.00242289195,0.001901365114,0.003295436721,0.003217303182,0.002793396268,0.001901365114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_11	0,0,0,0,1	2.71976,2.71976,2.71976,2.71976,2.71976	1000000,1000000,1000000,1000000,1000000	 0.000000044250,0.000000044250,0.000000044250,0.000000044250,0.000000044250	.01610	.00017,.00017,.00017,.00017,.00017	 499	0.002417111671,0.001274553607,0.001699190943,0.002580052351,0.002417111671,0.001328019217,0.002068093978,0.007348891357,0.001274553607,0.001328019217,0.003687098226,0.001147393719,0.001699190943,0.002068093978,0.003687098226,0.001649594932,0.002580052351,0.007348891357,0.001147393719,0.001649594932	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_12	0,0,1,0,0	4.39106,4.39106,4.39106,4.39106,4.39106	1000000,1000000,1000000,1000000,1000000	 0.000000085230,0.000000085230,0.000000085230,0.000000085230,0.000000085230	.01881	.00060,.00060,.00060,.00060,.00060	 499	0.0017574183,0.00297794444,0.004867259653,0.002440007044,0.0017574183,0.002795568157,0.002070936568,0.002707943162,0.00297794444,0.002795568157,0.002510509775,0.012673731842,0.004867259653,0.002070936568,0.002510509775,0.00209868106,0.002440007044,0.002707943162,0.012673731842,0.00209868106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_13	0,1,0,0,0	3.20450,3.20450,3.20450,3.20450,3.20450	1000000,1000000,1000000,1000000,1000000	 0.000000074600,0.000000074600,0.000000074600,0.000000074600,0.000000074600	.02235	.00093,.00093,.00093,.00093,.00093	 499	0.000430091853,0.002910320931,0.001261190075,0.0004299271,0.000430091853,0.00038288434,0.000336807854,0.000637830502,0.002910320931,0.00038288434,0.002212835249,0.000410352411,0.001261190075,0.000336807854,0.002212835249,0.000387759684,0.0004299271,0.000637830502,0.000410352411,0.000387759684	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_15	0,0,0,0,1	2.29352,2.29352,2.29352,2.29352,2.29352	1000000,1000000,1000000,1000000,1000000	 0.000000093506,0.000000093506,0.000000093506,0.000000093506,0.000000093506	.03948	.00129,.00129,.00129,.00129,.00129	 499	0.001752442731,0.001247143258,0.002295264836,0.001734369687,0.001752442731,0.000766308552,0.001259330667,0.008934368105,0.001247143258,0.000766308552,0.000949797809,0.000791482806,0.002295264836,0.001259330667,0.000949797809,0.001169491549,0.001734369687,0.008934368105,0.000791482806,0.001169491549	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_16	0,0,0,0,1	7.51274,7.51274,7.51274,7.51274,7.51274	1000000,1000000,1000000,1000000,1000000	 0.000000374510,0.000000374510,0.000000374510,0.000000374510,0.000000374510	.04737	.00248,.00248,.00248,.00248,.00248	 499	0.002196106881,0.001279953667,0.001223239031,0.001065219,0.002196106881,0.001421825849,0.0018300078,0.001468772306,0.001279953667,0.001421825849,0.003015018299,0.002973819371,0.001223239031,0.0018300078,0.003015018299,0.007426037796,0.001065219,0.001468772306,0.002973819371,0.007426037796	0	0	0	0	0	0	0	0	0	0	0	0	0	0
