species	type	location	rxn	time
1	I	3	Sample_recovery	99.02829135
2	I	3	Sample_recovery	69.15066790
3	I	4	Sample_recovery	86.07843032
4	I	4	Sample_recovery	95.07101451
5	I	4	Sample_recovery	87.01108710
6	I	2	Sample_recovery	96.61794017
7	I	3	Sample_recovery	97.80467362
8	I	3	Sample_recovery	100.00000258
9	I	3	Sample_recovery	96.59641845
10	I	3	Sample_recovery	95.65511859
11	I	3	Sample_recovery	95.77697623
12	I	3	Sample_recovery	92.58800483
13	I	3	Sample_recovery	98.88670235
14	I	3	Sample_recovery	62.25400163
15	I	3	Sample_recovery	35.00206554
16	I	3	Sample_recovery	62.72654659
17	I	3	Sample_recovery	99.69200652
18	I	3	Sample_recovery	100.00000648
19	I	3	Sample_recovery	98.27833587
20	I	3	Sample_recovery	77.31422727
21	I	3	Sample_recovery	82.30736656
22	I	3	Sample_recovery	98.01918153
23	I	3	Sample_recovery	72.75846256
24	I	3	Sample_recovery	95.86914099
25	I	3	Sample_recovery	96.64747790
26	I	3	Sample_recovery	79.58728675
27	I	3	Sample_recovery	79.83872126
28	I	3	Sample_recovery	81.96224238
29	I	3	Sample_recovery	98.77406974
30	I	3	Sample_recovery	99.77708709
31	I	3	Sample_recovery	95.01181568
32	I	3	Sample_recovery	92.81896929
33	I	3	Sample_recovery	89.31889184
34	I	3	Sample_recovery	88.19919070
35	I	4	Sample_recovery	94.60587789
36	I	3	Sample_recovery	98.89568374
37	I	3	Sample_recovery	79.59089057
38	I	3	Sample_recovery	72.29338139
39	I	2	Sample_recovery	93.71203006
40	I	3	Sample_recovery	82.64791448
41	I	3	Sample_recovery	92.71712129
42	I	3	Sample_recovery	29.58854327
43	I	3	Sample_recovery	88.96899220
44	I	3	Sample_recovery	90.44650609
45	I	3	Sample_recovery	99.84727183
46	I	1	Sample_recovery	95.43550924
47	I	3	Sample_recovery	86.24472052
48	I	3	Sample_recovery	74.34086862
49	I	3	Sample_recovery	79.91823562
50	I	3	Sample_recovery	78.31712107
51	I	1	Sample_recovery	91.57269017
52	I	1	Sample_recovery	86.15595416
53	I	3	Sample_recovery	92.31024239
54	I	3	Sample_recovery	99.57717387
55	I	3	Sample_recovery	82.76730405
56	I	3	Sample_recovery	94.00453962
57	I	3	Sample_recovery	100.00000515
58	I	4	Sample_recovery	97.80201019
59	I	3	Sample_recovery	86.78820486
60	I	3	Sample_recovery	93.28626501
61	I	3	Sample_recovery	66.60829542
62	I	3	Sample_recovery	74.08404266
63	I	3	Sample_recovery	96.34777473
64	I	3	Sample_recovery	96.90163096
65	I	3	Sample_recovery	90.14730312
66	I	3	Sample_recovery	89.21158569
67	I	3	Sample_recovery	55.08962869
68	I	3	Sample_recovery	89.35797093
69	I	0	Sample_recovery	99.19167673
70	I	3	Sample_recovery	97.60401350
71	I	3	Sample_recovery	95.45136654
72	I	3	Sample_recovery	99.97425875
73	I	0	Sample_recovery	94.36750168
74	I	1	Sample_recovery	98.28519568
75	I	1	Sample_recovery	100.00000302
76	I	3	Sample_recovery	92.34841167
77	I	3	Sample_recovery	86.89300727
78	I	4	Sample_recovery	89.32951654
79	I	3	Sample_recovery	97.71483049
80	I	3	Sample_recovery	80.26756621
81	I	3	Sample_recovery	91.98212234
82	I	3	Sample_recovery	96.58898044
83	I	3	Sample_recovery	89.66030619
84	I	3	Sample_recovery	95.56886957
85	I	3	Sample_recovery	74.80701189
86	I	3	Sample_recovery	89.06788816
87	I	3	Sample_recovery	98.60064537
88	I	3	Sample_recovery	87.70843009
89	I	0	Sample_recovery	76.79788865
90	I	0	Sample_recovery	98.96947446
