sim_number	index_location_0,index_location_1,index_location_2,index_location_3,index_location_4	R_0_0,R_0_1,R_0_2,R_0_3,R_0_4	S_0_0,S_0_1,S_0_2,S_0_3,S_0_4	beta_0,beta_1,beta_2,beta_3,beta_4 	mu	sampling_rate_0,sampling_rate_1,sampling_rate_2,sampling_rate_3,sampling_rate_4	max_tips	mean_migration_rate	 tree_length	num_tips	mean_branch_length	loc0_imports_per_capita_from_0,loc0_imports_per_capita_from_1,loc0_imports_per_capita_from_2,loc0_imports_per_capita_from_3,loc0_imports_per_capita_from_4:loc1_imports_per_capita_from_0,loc1_imports_per_capita_from_1,loc1_imports_per_capita_from_2,loc1_imports_per_capita_from_3,loc1_imports_per_capita_from_4:loc2_imports_per_capita_from_0,loc2_imports_per_capita_from_1,loc2_imports_per_capita_from_2,loc2_imports_per_capita_from_3,loc2_imports_per_capita_from_4:loc3_imports_per_capita_from_0,loc3_imports_per_capita_from_1,loc3_imports_per_capita_from_2,loc3_imports_per_capita_from_3,loc3_imports_per_capita_from_4:loc4_imports_per_capita_from_0,loc4_imports_per_capita_from_1,loc4_imports_per_capita_from_2,loc4_imports_per_capita_from_3,loc4_imports_per_capita_from_4	 infections_per_capita_0,infections_per_capita_1,infections_per_capita_2,infections_per_capita_3,infections_per_capita_4	time_of_first_import_0,time_of_first_import_1,time_of_first_import_2,time_of_first_import_3,time_of_first_import_4	proportion_tips_sampled 	time_of_mass_sample	runtime	num_I_at_mass_sample_time	num_extant_sampled
sim144	1,0,0,0,0	2.67512,2.67512,2.67512,2.67512,2.67512	1000000,1000000,1000000,1000000,1000000	0.000000119390,0.000000119390,0.000000119390,0.000000119390,0.000000119390	.04000	.00463,.00463,.00463,.00463,.00463	499	.00462	100.00000893	37	14.47463005	0,0,0,0,1e-05:1e-05,0,0,1e-05,0:1e-05,0,0,2e-05,1e-05:1e-05,0,1e-05,0,2e-05:1e-05,0,1e-05,1e-05,0	0.000338,3e-05,7.8e-05,0.000187,0.000234	0,64.8832348,59.95932419,56.87310097,38.59229275	1	100	100	572	8
sim150	0,0,1,0,0	3.39380,3.39380,3.39380,3.39380,3.39380	1000000,1000000,1000000,1000000,1000000	0.000000147155,0.000000147155,0.000000147155,0.000000147155,0.000000147155	.04137	.00199,.00199,.00199,.00199,.00199	499	.00135	100.00000995	322	13.35987511	0,0,9e-05,1e-05,1e-05:0,0,4e-05,0,1e-05:1e-05,0,0,1e-05,3e-05:1e-05,0,0.00012,0,2e-05:0,0,0.00028,1e-05,0	0.000833,0.000356,0.011222,0.001073,0.001471	14.33064047,62.19395805,0,28.95327114,59.62922041	1	100	100	10434	112
sim155	0,0,0,0,1	4.51850,4.51850,4.51850,4.51850,4.51850	1000000,1000000,1000000,1000000,1000000	0.000000099858,0.000000099858,0.000000099858,0.000000099858,0.000000099858	.01728	.00482,.00482,.00482,.00482,.00482	499	.00176	100.00000989	264	13.90124084	0,0,1e-05,0,4e-05:1e-05,0,1e-05,0,3e-05:1e-05,0,0,0,7e-05:2e-05,0,1e-05,0,4e-05:0,0,2e-05,0,0	0.000418,0.000176,0.000684,0.000212,0.00329	42.55567128,58.17680531,29.5518823,64.37790607,0	1	100	100	3745	47
sim158	0,1,0,0,0	3.21968,3.21968,3.21968,3.21968,3.21968	1000000,1000000,1000000,1000000,1000000	0.000000132683,0.000000132683,0.000000132683,0.000000132683,0.000000132683	.04104	.00017,.00017,.00017,.00017,.00017	499	.00479	100.00000999	146	21.83006919	0,0.00037,4e-05,0.00011,0.00017:0.00026,0,2e-05,2e-04,0.00016:4e-05,9e-05,0,9e-05,5e-05:1e-04,0.00027,6e-05,0,7e-05:0.00015,0.00022,4e-05,9e-05,0	0.003143,0.0046,0.002199,0.003814,0.003334	26.38301862,0,28.81711177,29.20526684,32.21098701	1	100	100	11816	115
sim160	1,0,0,0,0	2.66558,2.66558,2.66558,2.66558,2.66558	1000000,1000000,1000000,1000000,1000000	0.000000120270,0.000000120270,0.000000120270,0.000000120270,0.000000120270	.04224	.00288,.00288,.00288,.00288,.00288	499	.00430	100.00000999	383	14.87840869	0,1e-05,0.00048,1e-05,1e-04:5e-05,0,5e-05,3e-05,3e-05:0.00066,1e-05,0,2e-05,0.00014:8e-05,2e-05,6e-05,0,4e-05:2e-04,1e-05,0.00019,2e-05,0	0.004835,0.000626,0.003654,0.000968,0.002352	0,38.9045331,7.16055299,34.33488371,29.93881636	1	100	100	7716	61
sim163	0,0,0,0,1	3.30392,3.30392,3.30392,3.30392,3.30392	1000000,1000000,1000000,1000000,1000000	0.000000123104,0.000000123104,0.000000123104,0.000000123104,0.000000123104	.03236	.00490,.00490,.00490,.00490,.00490	499	.00227	100.00000962	424	12.41828116	0,2e-05,1e-05,0,0.00011:2e-05,0,0,0,7e-05:1e-05,0,0,1e-05,6e-05:1e-05,0,5e-05,0,6e-05:1e-05,1e-05,1e-05,0,0	0.000976,0.000476,0.00062,0.000204,0.006212	38.35546881,41.86731612,36.61495934,51.75390982,0	1	100	100	5761	51
sim165	1,0,0,0,0	3.48740,3.48740,3.48740,3.48740,3.48740	1000000,1000000,1000000,1000000,1000000	0.000000110969,0.000000110969,0.000000110969,0.000000110969,0.000000110969	.02704	.00478,.00478,.00478,.00478,.00478	499	.00084	100.00000946	87	15.97325957	0,0,0,0,6e-05:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:2e-05,0,0,0,0	0.00051,0.000396,7e-06,2e-05,0.001174	0,35.465929,52.43700641,79.0785397,26.5173263	1	100	100	1522	12
sim167	0,0,0,1,0	4.87316,4.87316,4.87316,4.87316,4.87316	1000000,1000000,1000000,1000000,1000000	0.000000081527,0.000000081527,0.000000081527,0.000000081527,0.000000081527	.01580	.00093,.00093,.00093,.00093,.00093	499	.00353	100.00000961	43	24.36768093	0,1e-05,0,2e-05,1e-05:0,0,1e-05,3e-05,1e-05:0,2e-05,0,5e-05,3e-05:0,1e-05,1e-05,0,1e-05:0,1e-05,4e-05,3e-05,0	8.5e-05,0.000498,0.000208,0.000816,0.000241	53.94358321,8.51116231,40.16332143,0,34.22506349	1	100	100	1488	15
sim170	0,0,0,0,1	2.73830,2.73830,2.73830,2.73830,2.73830	1000000,1000000,1000000,1000000,1000000	0.000000108573,0.000000108573,0.000000108573,0.000000108573,0.000000108573	.03685	.00280,.00280,.00280,.00280,.00280	499	.00040	100.00000954	76	19.97608675	0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,0,0,6e-05:0,0,0,0,0	1.7e-05,3.9e-05,0,0.000384,0.002323	77.41251606,68.45550359,90.69240009,17.22615429,0	1	100	100	1730	10
sim172	0,0,1,0,0	4.59374,4.59374,4.59374,4.59374,4.59374	1000000,1000000,1000000,1000000,1000000	0.000000069135,0.000000069135,0.000000069135,0.000000069135,0.000000069135	.01108	.00397,.00397,.00397,.00397,.00397	499	.00271	100.00000866	26	19.78087683	0,0,0,0,0:0,0,1e-05,1e-05,0:0,0,0,0,0:0,0,0,0,0:0,0,1e-05,1e-05,0	1.5e-05,3.9e-05,0.000218,0.000146,3.7e-05	49.62364498,56.05775757,0,26.36959694,42.39522685	1	100	100	353	3
sim174	1,0,0,0,0	5.23298,5.23298,5.23298,5.23298,5.23298	1000000,1000000,1000000,1000000,1000000	0.000000120201,0.000000120201,0.000000120201,0.000000120201,0.000000120201	.02262	.00035,.00035,.00035,.00035,.00035	499	.00277	100.00000958	90	19.88177343	0,0,6e-05,3e-05,9e-05:1e-05,0,5e-05,0,3e-05:1e-05,0,0,1e-05,2e-05:5e-05,0,6e-05,0,8e-05:2e-05,0,6e-05,2e-05,0	0.000684,0.000162,0.004516,0.000418,0.001885	0,24.15559741,14.55123714,17.83067581,10.62443694	1	100	100	6179	59
sim178	0,0,1,0,0	3.02450,3.02450,3.02450,3.02450,3.02450	1000000,1000000,1000000,1000000,1000000	0.000000067718,0.000000067718,0.000000067718,0.000000067718,0.000000067718	.01893	.00346,.00346,.00346,.00346,.00346	499	.00064	100.00000610	42	19.99544752	0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,1e-05,0,0:0,0,1e-05,0,0	3e-05,1.6e-05,0.000664,5.7e-05,3.5e-05	53.36182065,63.06239028,0,47.62180864,50.83465213	1	100	100	535	3
sim180	1,0,0,0,0	3.39800,3.39800,3.39800,3.39800,3.39800	1000000,1000000,1000000,1000000,1000000	0.000000134356,0.000000134356,0.000000134356,0.000000134356,0.000000134356	.03905	.00049,.00049,.00049,.00049,.00049	499	.00352	100.00000999	395	19.93012676	0,5e-05,0.00064,7e-05,2e-04:0.00021,0,0.00014,1e-04,7e-05:0.00077,2e-05,0,4e-05,0.00039:0.00032,1e-04,2e-04,0,0.00011:0.00046,3e-05,0.00068,4e-05,0	0.015001,0.003168,0.012177,0.00281,0.006907	0,26.13142683,17.01506967,44.95669357,26.30554995	1	100	100	28315	259
sim182	0,0,0,0,1	6.85568,6.85568,6.85568,6.85568,6.85568	1000000,1000000,1000000,1000000,1000000	0.000000101258,0.000000101258,0.000000101258,0.000000101258,0.000000101258	.01347	.00130,.00130,.00130,.00130,.00130	499	.00460	100.00000997	499	19.57732460	0,9e-05,1e-04,0.00032,0.00023:9e-05,0,6e-05,0.00037,0.00044:0.00015,7e-05,0,0.00025,0.00023:2e-04,0.00017,1e-04,0,0.00108:0.00017,0.00021,1e-04,0.0012,0	0.004946,0.003633,0.002958,0.007843,0.007859	22.72644593,33.20012649,30.89433877,13.55524845,0	0.850085	100	100	23210	210
sim190	0,0,0,0,1	3.24128,3.24128,3.24128,3.24128,3.24128	1000000,1000000,1000000,1000000,1000000	0.000000122714,0.000000122714,0.000000122714,0.000000122714,0.000000122714	.03500	.00286,.00286,.00286,.00286,.00286	499	.00163	100.00000932	231	14.96912368	0,3e-05,0,2e-05,2e-05:0,0,0,0,0.00018:0,3e-05,0,0,2e-05:1e-05,3e-05,0,0,3e-05:0,0.00021,0,0,0	0.000367,0.003397,0.000459,0.000504,0.003439	41.92408628,8.07463813,48.83787509,41.99314342,0	1	100	100	5724	63
sim192	0,1,0,0,0	3.41618,3.41618,3.41618,3.41618,3.41618	1000000,1000000,1000000,1000000,1000000	0.000000140473,0.000000140473,0.000000140473,0.000000140473,0.000000140473	.03938	.00174,.00174,.00174,.00174,.00174	499	.00417	100.00000994	499	16.76304810	0,0.00046,7e-05,4e-04,9e-05:0.00022,0,7e-05,8e-04,5e-05:0.00015,0.00017,0,0.00015,1e-04:0.00023,0.00104,5e-05,0,6e-05:0.00018,0.00025,0.00012,0.00021,0	0.006252,0.013772,0.004255,0.010577,0.002986	32.73335305,0,32.2220989,13.82738376,34.92898141	0.673414	100	100	26772	182
sim193	0,0,0,1,0	2.86280,2.86280,2.86280,2.86280,2.86280	1000000,1000000,1000000,1000000,1000000	0.000000136670,0.000000136670,0.000000136670,0.000000136670,0.000000136670	.04488	.00286,.00286,.00286,.00286,.00286	499	.00294	100.00000999	499	16.67466015	0,2e-05,3e-05,0.00154,2e-05:0.00012,0,2e-05,0.00017,1e-04:0.00018,2e-05,0,0.00028,1e-05:0.00102,2e-05,3e-05,0,2e-05:0.00012,9e-05,2e-05,0.00017,0	0.012106,0.002436,0.002272,0.018291,0.002211	19.78415815,19.27545629,39.84421293,0,45.45552436	0.484466	100	100	24230	108
sim194	1,0,0,0,0	4.58108,4.58108,4.58108,4.58108,4.58108	1000000,1000000,1000000,1000000,1000000	0.000000089285,0.000000089285,0.000000089285,0.000000089285,0.000000089285	.01594	.00355,.00355,.00355,.00355,.00355	499	.00441	100.00000873	90	15.56887813	0,0,0,0,1e-05:2e-05,0,0,1e-05,1e-05:2e-05,0,0,0,0:2e-05,1e-05,0,0,0:3e-05,0,0,0,0	0.001107,2.3e-05,0.000147,5.1e-05,0.000265	0,28.75242104,41.98863523,42.90951432,46.16223535	1	100	100	1235	11
sim195	0,0,0,0,1	5.96744,5.96744,5.96744,5.96744,5.96744	1000000,1000000,1000000,1000000,1000000	0.000000098283,0.000000098283,0.000000098283,0.000000098283,0.000000098283	.01378	.00269,.00269,.00269,.00269,.00269	499	.00143	100.00000992	432	16.14778879	0,1e-05,0,1e-05,0.00013:1e-05,0,2e-05,1e-05,9e-05:1e-05,4e-05,0,1e-05,8e-05:1e-05,0,0,0,0.00024:2e-05,1e-05,0,3e-05,0	0.001446,0.001142,0.00061,0.001244,0.008101	34.99494616,9.01853009,43.00293699,33.20005725,0	1	100	100	10486	112
sim197	0,0,0,0,1	2.69234,2.69234,2.69234,2.69234,2.69234	1000000,1000000,1000000,1000000,1000000	0.000000122393,0.000000122393,0.000000122393,0.000000122393,0.000000122393	.04294	.00252,.00252,.00252,.00252,.00252	499	.00383	100.00000972	166	15.87107780	0,1e-05,2e-05,0.00019,9e-05:2e-05,0,2e-05,2e-05,2e-05:3e-05,0,0,6e-05,9e-05:0.00012,0,2e-05,0,9e-05:7e-05,0,2e-05,1e-04,0	0.001295,0.000264,0.00081,0.002052,0.002156	26.59742849,35.32506213,34.17288948,17.13737453,0	1	100	100	4103	47
sim198	0,0,0,1,0	7.44440,7.44440,7.44440,7.44440,7.44440	1000000,1000000,1000000,1000000,1000000	0.000000125735,0.000000125735,0.000000125735,0.000000125735,0.000000125735	.01543	.00146,.00146,.00146,.00146,.00146	499	.00298	100.00000981	353	15.05882229	0,7e-05,2e-05,0.00045,4e-05:5e-05,0,4e-05,6e-05,1e-04:4e-05,0.00017,0,7e-05,4e-05:0.00022,6e-05,1e-05,0,2e-05:3e-05,0.00018,2e-05,7e-05,0	0.002661,0.00548,0.001304,0.005747,0.002522	40.10766918,32.58102425,55.33425242,0,19.94248084	1	100	100	15288	137
sim212	1,0,0,0,0	2.78972,2.78972,2.78972,2.78972,2.78972	1000000,1000000,1000000,1000000,1000000	0.000000083356,0.000000083356,0.000000083356,0.000000083356,0.000000083356	.02654	.00334,.00334,.00334,.00334,.00334	499	.00074	100.00000261	21	18.85413995	0,0,0,0,0:1e-05,0,0,1e-05,0:0,0,0,0,0:1e-05,0,0,0,0:0,0,0,0,0	0.00046,1.6e-05,0,0.000109,1e-06	0,67.12347445,89.73379935,44.55528546,79.17132469	1	100	100	404	1
sim214	0,0,1,0,0	3.94496,3.94496,3.94496,3.94496,3.94496	1000000,1000000,1000000,1000000,1000000	0.000000125844,0.000000125844,0.000000125844,0.000000125844,0.000000125844	.03011	.00179,.00179,.00179,.00179,.00179	499	.00434	100.00000997	450	15.21154739	0,0.00025,2e-04,8e-05,0.00012:0.00027,0,0.00022,8e-05,0.00012:5e-05,6e-05,0,0.00018,7e-05:5e-05,4e-05,0.00036,0,7e-05:6e-05,6e-05,0.00014,9e-05,0	0.002283,0.002323,0.008447,0.003875,0.0039	29.01609706,40.8495456,0,21.98331515,33.94942742	1	100	100	15657	152
sim220	1,0,0,0,0	3.50864,3.50864,3.50864,3.50864,3.50864	1000000,1000000,1000000,1000000,1000000	0.000000079330,0.000000079330,0.000000079330,0.000000079330,0.000000079330	.02119	.00142,.00142,.00142,.00142,.00142	499	.00117	100.00000990	49	24.69823656	0,0,0,0,1e-05:1e-05,0,0,0,0:3e-05,0,0,0,0:1e-05,0,0,0,0:6e-05,0,0,0,0	0.001634,5.5e-05,9e-05,1.9e-05,0.000294	0,62.42398712,52.25329068,80.34528533,44.93912472	1	100	100	1493	16
sim222	0,0,0,0,1	3.10616,3.10616,3.10616,3.10616,3.10616	1000000,1000000,1000000,1000000,1000000	0.000000103528,0.000000103528,0.000000103528,0.000000103528,0.000000103528	.02891	.00442,.00442,.00442,.00442,.00442	499	.00065	100.00000786	187	14.49852402	0,0,0,0,3e-05:0,0,0,0,0:0,0,0,0,4e-05:0,0,0,0,1e-05:0,0,0,0,0	0.000233,6.5e-05,0.000147,0.000154,0.003392	37.31989145,68.52507799,44.54928161,36.40762199,0	1	100	100	2666	17
sim224	0,0,0,1,0	7.97870,7.97870,7.97870,7.97870,7.97870	1000000,1000000,1000000,1000000,1000000	0.000000107313,0.000000107313,0.000000107313,0.000000107313,0.000000107313	.01088	.00257,.00257,.00257,.00257,.00257	499	.00134	100.00000996	305	14.62540420	0,0,0,4e-05,0:0,0,0,8e-05,0:0,0,0,4e-05,2e-05:0,0,0,0,0:0,0,1e-05,6e-05,0	0.000101,0.000403,0.000211,0.007992,0.000344	74.65764158,33.85737899,60.83123526,0,57.67386292	1	100	100	7955	93
sim225	0,0,0,1,0	3.35498,3.35498,3.35498,3.35498,3.35498	1000000,1000000,1000000,1000000,1000000	0.000000116182,0.000000116182,0.000000116182,0.000000116182,0.000000116182	.03000	.00463,.00463,.00463,.00463,.00463	499	.00496	100.00000999	499	13.81418743	0,3e-05,2e-05,6e-05,1e-05:3e-05,0,1e-04,5e-05,0:2e-05,1e-04,0,5e-05,1e-05:0,0,0,0,0:1e-05,0,0,9e-05,0	0.000544,0.000364,0.000357,0.009957,0.00088	46.70566144,53.95794872,34.66531034,0,33.32413991	0.847199	100	100	8409	75
sim230	0,1,0,0,0	4.63862,4.63862,4.63862,4.63862,4.63862	1000000,1000000,1000000,1000000,1000000	0.000000119444,0.000000119444,0.000000119444,0.000000119444,0.000000119444	.02322	.00253,.00253,.00253,.00253,.00253	499	.00221	100.00000996	344	14.80879405	0,0,3e-05,2e-05,8e-05:1e-05,0,1e-05,1e-05,5e-05:5e-05,0,0,2e-05,6e-05:1e-05,0,0,0,0.00012:0,0,1e-05,2e-05,0	0.000603,0.000404,0.000409,0.001759,0.008767	38.19036791,0,46.61539603,34.0688389,3.66693926	1	100	100	9365	90
sim234	1,0,0,0,0	2.89778,2.89778,2.89778,2.89778,2.89778	1000000,1000000,1000000,1000000,1000000	0.000000125386,0.000000125386,0.000000125386,0.000000125386,0.000000125386	.04256	.00071,.00071,.00071,.00071,.00071	499	.00241	100.00000989	230	20.40882974	0,0,3e-05,1e-05,0.00017:8e-05,0,3e-05,7e-05,5e-05:0.00012,2e-05,0,3e-05,1e-04:9e-05,3e-05,5e-05,0,5e-05:2e-04,1e-05,1e-05,1e-05,0	0.00782,0.000712,0.001922,0.001365,0.007385	0,44.21924423,35.91739307,12.22941152,15.72356486	1	100	100	12597	115
sim236	0,0,0,1,0	4.63274,4.63274,4.63274,4.63274,4.63274	1000000,1000000,1000000,1000000,1000000	0.000000122304,0.000000122304,0.000000122304,0.000000122304,0.000000122304	.02423	.00217,.00217,.00217,.00217,.00217	499	.00040	100.00000985	499	15.94506975	0,0,0,2e-05,0:0,0,0,0.00042,0:0,0,0,2e-05,0:0,7e-05,0,0,0:0,1e-05,0,3e-05,0	5.2e-05,0.003659,0.000604,0.021589,8.7e-05	55.6118791,25.65676001,38.79388769,0,77.73726537	0.727405	100	100	20397	130
sim242	0,0,0,0,1	3.29180,3.29180,3.29180,3.29180,3.29180	1000000,1000000,1000000,1000000,1000000	0.000000101486,0.000000101486,0.000000101486,0.000000101486,0.000000101486	.02942	.00141,.00141,.00141,.00141,.00141	499	.00057	100.00000881	25	20.46732785	0,0,0,0,1e-05:0,0,0,0,1e-05:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0	1.6e-05,3.3e-05,3e-06,1e-06,0.00098	74.97991643,61.35655709,83.90268467,85.9457934,0	1	100	100	714	8
sim246	0,1,0,0,0	5.76236,5.76236,5.76236,5.76236,5.76236	1000000,1000000,1000000,1000000,1000000	0.000000108966,0.000000108966,0.000000108966,0.000000108966,0.000000108966	.01631	.00260,.00260,.00260,.00260,.00260	499	.00026	100.00000996	144	16.34459739	0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,4e-05,0,0,0	0,0.004205,4e-06,2e-05,0.000253	87.48284919,0,87.86226014,85.00354014,56.57579268	1	100	100	3673	32
sim256	0,1,0,0,0	5.90168,5.90168,5.90168,5.90168,5.90168	1000000,1000000,1000000,1000000,1000000	0.000000137863,0.000000137863,0.000000137863,0.000000137863,0.000000137863	.02222	.00114,.00114,.00114,.00114,.00114	499	.00063	100.00000994	326	15.58418154	0,2e-05,0,3e-05,0:0,0,0,1e-05,5e-05:0,5e-05,0,1e-05,1e-05:0,2e-05,0,0,0:0,0.00024,0,1e-05,0	0.000734,0.011299,0.000366,0.004635,0.002087	40.38662781,0,64.1020898,35.38133879,35.08855705	1	100	100	16009	173
sim257	0,0,0,0,1	5.58620,5.58620,5.58620,5.58620,5.58620	1000000,1000000,1000000,1000000,1000000	0.000000104797,0.000000104797,0.000000104797,0.000000104797,0.000000104797	.01795	.00081,.00081,.00081,.00081,.00081	499	.00425	100.00000999	122	21.15759343	0,3e-05,6e-05,3e-05,0.00012:5e-05,0,3e-05,1e-05,0.00015:7e-05,4e-05,0,1e-05,0.00011:3e-05,2e-05,2e-05,0,9e-05:1e-05,1e-05,1e-05,1e-05,0	0.000649,0.00064,0.000622,0.000561,0.006	43.24828424,45.8671307,33.45263025,44.71845871,0	1	100	100	7022	65
sim258	1,0,0,0,0	2.58980,2.58980,2.58980,2.58980,2.58980	1000000,1000000,1000000,1000000,1000000	0.000000128195,0.000000128195,0.000000128195,0.000000128195,0.000000128195	.04931	.00019,.00019,.00019,.00019,.00019	499	.00244	100.00000929	27	23.02652920	0,0.00011,0,0,0:7e-05,0,0,0,0:1e-05,1e-05,0,0,0:1e-05,0,0,0,1e-05:0,1e-05,0,0,0	0.001089,0.001755,1.1e-05,7.2e-05,0.000197	0,18.18826113,67.86743607,68.40738238,59.22224737	1	100	100	1924	23
sim259	0,0,0,0,1	7.66412,7.66412,7.66412,7.66412,7.66412	1000000,1000000,1000000,1000000,1000000	0.000000108447,0.000000108447,0.000000108447,0.000000108447,0.000000108447	.01153	.00262,.00262,.00262,.00262,.00262	499	.00026	100.00000995	403	14.49570150	0,0,0,0,2e-05:0,0,0,0,1e-05:0,0,0,0,9e-05:0,0,0,0,2e-05:0,0,0,0,0	3.4e-05,4.1e-05,0.000445,0.000458,0.011505	56.82235214,66.74806592,54.92732683,53.07444796,0	1	100	100	10874	103
sim263	0,1,0,0,0	3.06218,3.06218,3.06218,3.06218,3.06218	1000000,1000000,1000000,1000000,1000000	0.000000141350,0.000000141350,0.000000141350,0.000000141350,0.000000141350	.04200	.00416,.00416,.00416,.00416,.00416	499	.00192	100.00000988	374	11.68558021	0,2e-05,4e-05,0,0:0,0,0.00043,0,0:0,0.00026,0,0,0:0,2e-05,3e-05,0,0:0,2e-05,4e-05,0,0	0.00037,0.00303,0.005105,0.000327,0.000812	54.6068945,0,6.35503796,44.17321372,40.84827005	1	100	100	6453	61
sim266	0,0,0,0,1	3.96074,3.96074,3.96074,3.96074,3.96074	1000000,1000000,1000000,1000000,1000000	0.000000110187,0.000000110187,0.000000110187,0.000000110187,0.000000110187	.02287	.00495,.00495,.00495,.00495,.00495	499	.00204	100.00000956	499	16.09901849	0,1e-05,0,1e-05,0.00015:2e-05,0,2e-05,3e-05,1e-04:1e-05,1e-05,0,1e-05,1e-04:2e-05,3e-05,2e-05,0,0.00011:1e-05,0,0,0,0	0.001503,0.000515,0.000628,0.000418,0.016748	31.62803636,52.45923589,44.54104106,51.08208991,0	0.451993	100	100	14765	66
sim267	0,1,0,0,0	5.82884,5.82884,5.82884,5.82884,5.82884	1000000,1000000,1000000,1000000,1000000	0.000000104744,0.000000104744,0.000000104744,0.000000104744,0.000000104744	.01493	.00304,.00304,.00304,.00304,.00304	499	.00164	100.00000976	70	16.66520181	0,3e-05,0,0,0:0,0,0,0,0:0,3e-05,0,0,0:0,1e-05,1e-05,0,0:0,1e-05,0,0,0	0.000211,0.00171,0.000173,4e-05,1.7e-05	46.96468303,0,50.85648276,37.52081388,54.62726869	1	100	100	1785	16
sim269	1,0,0,0,0	6.70064,6.70064,6.70064,6.70064,6.70064	1000000,1000000,1000000,1000000,1000000	0.000000112637,0.000000112637,0.000000112637,0.000000112637,0.000000112637	.01525	.00156,.00156,.00156,.00156,.00156	499	.00116	100.00000995	336	16.07758348	0,3e-05,0,1e-05,0:0.00014,0,0,1e-05,0:4e-05,1e-05,0,0,1e-05:0.00012,3e-05,0,0,0:4e-05,2e-05,1e-05,1e-05,0	0.00998,0.00356,0.000231,0.000793,0.000164	0,34.68988105,58.41811854,58.03514393,29.50145417	1	100	100	12430	124
sim271	0,0,0,0,1	4.00064,4.00064,4.00064,4.00064,4.00064	1000000,1000000,1000000,1000000,1000000	0.000000101896,0.000000101896,0.000000101896,0.000000101896,0.000000101896	.02405	.00142,.00142,.00142,.00142,.00142	499	.00154	100.00000928	92	19.13519897	0,0,0,0,5e-05:0,0,0,0,3e-05:0,1e-05,0,0,3e-05:0,0,0,0,3e-05:0,0,0,0,0	0.000169,0.000134,8.3e-05,3.6e-05,0.003428	42.51279581,62.48413662,53.39846075,77.2537544,0	1	100	100	2908	42
sim273	0,0,1,0,0	4.24766,4.24766,4.24766,4.24766,4.24766	1000000,1000000,1000000,1000000,1000000	0.000000098928,0.000000098928,0.000000098928,0.000000098928,0.000000098928	.02005	.00324,.00324,.00324,.00324,.00324	499	.00157	100.00000976	200	16.28451289	0,0,0.00017,0,0:2e-05,0,2e-05,1e-05,0:1e-04,0,0,0,0:2e-05,0,2e-05,0,1e-05:2e-05,0,3e-05,0,0	0.002133,0.000179,0.002792,0.000186,0.000461	28.30315566,64.74638139,0,58.13287084,27.64029175	1	100	100	4408	45
sim282	0,1,0,0,0	3.73640,3.73640,3.73640,3.73640,3.73640	1000000,1000000,1000000,1000000,1000000	0.000000106375,0.000000106375,0.000000106375,0.000000106375,0.000000106375	.02791	.00056,.00056,.00056,.00056,.00056	499	.00136	100.00000972	50	24.10542165	0,2e-05,0,0,0:0,0,1e-05,0,0:0,5e-05,0,0,0:0,3e-05,0,0,0:0,2e-05,0,0,0	0.000513,0.0029,0.000131,0.000162,5.7e-05	34.2204227,0,53.31918138,53.19126182,71.72605405	1	100	100	2734	36
sim283	0,0,1,0,0	3.92906,3.92906,3.92906,3.92906,3.92906	1000000,1000000,1000000,1000000,1000000	0.000000116693,0.000000116693,0.000000116693,0.000000116693,0.000000116693	.02507	.00463,.00463,.00463,.00463,.00463	499	.00274	100.00000995	499	14.65695430	0,5e-05,7e-05,4e-05,6e-05:1e-05,0,9e-05,8e-05,4e-05:2e-05,8e-05,0,5e-05,2e-04:1e-05,0.00014,1e-04,0,5e-05:2e-05,7e-05,0.00039,5e-05,0	0.001113,0.004347,0.005352,0.002236,0.002834	33.54756587,6.70723669,0,36.10142426,19.14861147	0.701828	100	100	11855	85
sim285	0,1,0,0,0	4.18940,4.18940,4.18940,4.18940,4.18940	1000000,1000000,1000000,1000000,1000000	0.000000078048,0.000000078048,0.000000078048,0.000000078048,0.000000078048	.01623	.00240,.00240,.00240,.00240,.00240	499	.00442	100.00000811	34	21.54897263	0,0,0,1e-05,1e-05:0,0,1e-05,0,6e-05:0,0,0,0,1e-05:0,2e-05,1e-05,0,1e-05:0,4e-05,1e-05,0,0	6.8e-05,0.000214,0.00016,4.5e-05,0.000302	41.44501601,0,14.48262241,44.10611192,11.53234886	1	100	100	588	3
sim288	0,1,0,0,0	2.47568,2.47568,2.47568,2.47568,2.47568	1000000,1000000,1000000,1000000,1000000	0.000000100091,0.000000100091,0.000000100091,0.000000100091,0.000000100091	.03652	.00391,.00391,.00391,.00391,.00391	499	.00157	100.00000939	106	15.80317617	0,1e-05,0,0,0:1e-05,0,2e-05,0,0:0,4e-05,0,0,0:1e-05,1e-05,1e-05,0,0:0,3e-05,1e-05,0,0	0.000521,0.00108,0.000453,9.3e-05,6.4e-05	42.99517116,0,20.30109573,23.99953796,44.00969463	1	100	100	1315	16
