species	type	location	rxn	time
1	I	1	Sample_recovery	20.25201027
2	I	1	Sample_recovery	96.28339209
3	I	4	Sample_recovery	93.18411606
4	I	4	Sample_recovery	92.42970685
5	I	1	Sample_recovery	99.91414728
6	I	1	Sample_recovery	86.09770301
7	I	1	Sample_recovery	79.22692756
8	I	4	Sample_recovery	67.87147023
9	I	1	Sample_recovery	96.77217867
10	I	1	Sample_recovery	90.41808162
11	I	4	Sample_recovery	92.70949367
12	I	4	Sample_recovery	94.41474002
13	I	2	Sample_recovery	84.45290613
14	I	2	Sample_recovery	55.17584201
15	I	1	Sample_recovery	89.47590279
16	I	1	Sample_recovery	83.27527207
17	I	1	Sample_recovery	85.25140589
18	I	1	Sample_recovery	100.00000601
19	I	3	Sample_recovery	86.29365153
20	I	4	Sample_recovery	68.08095184
21	I	1	Sample_recovery	40.01826734
22	I	4	Sample_recovery	100.00000811
23	I	4	Sample_recovery	94.21914967
24	I	0	Sample_recovery	84.01939958
25	I	0	Sample_recovery	95.10415303
26	I	0	Sample_recovery	94.71699337
27	I	4	Sample_recovery	90.78354090
28	I	3	Sample_recovery	87.53682747
29	I	1	Sample_recovery	39.13589964
30	I	4	Sample_recovery	100.00000300
31	I	4	Sample_recovery	98.42848069
32	I	4	Sample_recovery	99.63599742
33	I	1	Sample_recovery	99.76962227
34	I	1	Sample_recovery	30.92237035
