species	type	location	rxn	time
1	I	0	Sample_recovery	99.76230513
2	I	3	Sample_recovery	92.37940692
3	I	5	Sample_recovery	100.00000560
4	I	0	Sample_recovery	92.35104432
5	I	0	Sample_recovery	100.00000871
6	I	1	Sample_recovery	99.73819147
7	I	2	Sample_recovery	96.78308401
8	I	6	Sample_recovery	68.63289808
9	I	3	Sample_recovery	88.17698941
10	I	1	Sample_recovery	97.71289303
11	I	6	Sample_recovery	97.55009310
12	I	3	Sample_recovery	97.55692394
13	I	7	Sample_recovery	97.73623588
14	I	0	Sample_recovery	70.84219198
15	I	5	Sample_recovery	67.43571420
16	I	4	Sample_recovery	52.00856186
17	I	7	Sample_recovery	90.92703483
18	I	6	Sample_recovery	96.56139712
19	I	7	Sample_recovery	95.22618645
20	I	7	Sample_recovery	97.17463904
21	I	5	Sample_recovery	90.81989026
22	I	0	Sample_recovery	88.68464824
23	I	5	Sample_recovery	95.96670670
24	I	7	Sample_recovery	40.49413644
25	I	4	Sample_recovery	53.79857084
26	I	1	Sample_recovery	100.00000842
27	I	2	Sample_recovery	89.42271067
28	I	7	Sample_recovery	97.22194714
29	I	7	Sample_recovery	97.39541750
30	I	7	Sample_recovery	100.00000744
31	I	1	Sample_recovery	100.00000106
32	I	2	Sample_recovery	95.10931313
33	I	2	Sample_recovery	89.38639127
34	I	2	Sample_recovery	90.89528005
35	I	2	Sample_recovery	100.00000999
36	I	2	Sample_recovery	74.26240236
37	I	4	Sample_recovery	100.00000796
38	I	1	Sample_recovery	100.00000528
39	I	7	Sample_recovery	89.97386268
40	I	8	Sample_recovery	89.15593861
41	I	7	Sample_recovery	99.24320267
42	I	6	Sample_recovery	81.71713161
43	I	4	Sample_recovery	46.41613920
44	I	1	Sample_recovery	94.03166738
45	I	1	Sample_recovery	100.00000614
46	I	1	Sample_recovery	100.00000610
47	I	1	Sample_recovery	99.28339170
48	I	5	Sample_recovery	84.18090693
49	I	9	Sample_recovery	100.00000513
50	I	7	Sample_recovery	94.62982789
51	I	4	Sample_recovery	85.00294457
52	I	0	Sample_recovery	90.29342902
53	I	9	Sample_recovery	100.00000783
54	I	9	Sample_recovery	98.75757129
55	I	4	Sample_recovery	80.42591982
56	I	8	Sample_recovery	89.25488589
57	I	8	Sample_recovery	100.00000341
58	I	4	Sample_recovery	71.91296574
59	I	8	Sample_recovery	100.00000778
60	I	0	Sample_recovery	91.13977396
61	I	0	Sample_recovery	89.88665125
62	I	5	Sample_recovery	84.32105781
63	I	8	Sample_recovery	100.00000891
64	I	8	Sample_recovery	100.00000657
65	I	8	Sample_recovery	97.81344380
66	I	6	Sample_recovery	100.00000986
67	I	4	Sample_recovery	100.00000575
68	I	1	Sample_recovery	79.06035138
69	I	6	Sample_recovery	100.00000539
70	I	1	Sample_recovery	93.36055011
71	I	5	Sample_recovery	60.93266328
72	I	7	Sample_recovery	95.53897894
73	I	6	Sample_recovery	62.96233771
74	I	0	Sample_recovery	93.38839880
75	I	1	Sample_recovery	86.58738821
76	I	5	Sample_recovery	87.95704136
77	I	4	Sample_recovery	100.00000047
78	I	5	Sample_recovery	78.99378453
79	I	5	Sample_recovery	94.69465823
80	I	5	Sample_recovery	80.62618376
81	I	0	Sample_recovery	99.25847528
82	I	3	Sample_recovery	78.60982190
83	I	5	Sample_recovery	95.11754218
84	I	5	Sample_recovery	100.00000224
85	I	1	Sample_recovery	100.00000584
86	I	1	Sample_recovery	86.85641231
87	I	7	Sample_recovery	100.00000878
88	I	4	Sample_recovery	90.01991681
89	I	1	Sample_recovery	97.47823697
90	I	3	Sample_recovery	90.46324543
91	I	8	Sample_recovery	96.43463273
