species	type	location	rxn	time
1	I	3	Sample_recovery	98.25753249
2	I	3	Sample_recovery	79.59862539
3	I	3	Sample_recovery	73.27939690
4	I	3	Sample_recovery	93.61958909
5	I	2	Sample_recovery	99.71192003
6	I	7	Sample_recovery	91.30120845
7	I	1	Sample_recovery	84.66571908
8	I	1	Sample_recovery	86.49574699
9	I	1	Sample_recovery	100.00000487
10	I	3	Sample_recovery	83.84679465
11	I	3	Sample_recovery	95.38160983
12	I	3	Sample_recovery	69.08218612
13	I	3	Sample_recovery	66.32443160
14	I	3	Sample_recovery	68.59857307
15	I	3	Sample_recovery	62.81164925
16	I	3	Sample_recovery	82.53001918
17	I	4	Sample_recovery	99.20225958
18	I	4	Sample_recovery	100.00000973
19	I	5	Sample_recovery	100.00000602
20	I	3	Sample_recovery	100.00000672
21	I	4	Sample_recovery	89.25621373
22	I	6	Sample_recovery	92.87611224
23	I	7	Sample_recovery	88.89906211
24	I	9	Sample_recovery	93.73332158
25	I	3	Sample_recovery	83.45260972
26	I	3	Sample_recovery	94.79863942
27	I	9	Sample_recovery	73.52056875
28	I	9	Sample_recovery	75.12297020
29	I	8	Sample_recovery	93.09570853
30	I	4	Sample_recovery	95.18401549
31	I	8	Sample_recovery	98.18404493
32	I	8	Sample_recovery	90.04481623
33	I	5	Sample_recovery	90.65840962
34	I	8	Sample_recovery	80.78194143
35	I	3	Sample_recovery	96.64462562
36	I	3	Sample_recovery	86.87608075
37	I	1	Sample_recovery	100.00000315
38	I	4	Sample_recovery	98.12394697
39	I	3	Sample_recovery	88.46025937
40	I	3	Sample_recovery	74.11970922
41	I	6	Sample_recovery	96.40248597
42	I	7	Sample_recovery	88.11894143
43	I	8	Sample_recovery	99.63923296
44	I	1	Sample_recovery	95.46219113
45	I	3	Sample_recovery	80.34866393
46	I	3	Sample_recovery	93.31044375
47	I	3	Sample_recovery	73.58324331
48	I	3	Sample_recovery	75.17095484
49	I	3	Sample_recovery	97.10440299
50	I	3	Sample_recovery	93.57959389
51	I	0	Sample_recovery	92.32650805
52	I	1	Sample_recovery	92.19092217
53	I	6	Sample_recovery	100.00000292
54	I	0	Sample_recovery	51.21835409
55	I	0	Sample_recovery	61.65255617
56	I	2	Sample_recovery	99.29819387
57	I	2	Sample_recovery	98.70279840
58	I	2	Sample_recovery	97.46699870
59	I	1	Sample_recovery	99.41407338
60	I	4	Sample_recovery	100.00000770
61	I	4	Sample_recovery	81.83943518
62	I	0	Sample_recovery	88.50019582
63	I	9	Sample_recovery	98.79057672
64	I	7	Sample_recovery	98.91922414
65	I	0	Sample_recovery	91.66867939
66	I	3	Sample_recovery	96.48988173
67	I	0	Sample_recovery	99.34783894
68	I	5	Sample_recovery	94.86891084
69	I	8	Sample_recovery	78.98666544
70	I	7	Sample_recovery	97.42355327
71	I	5	Sample_recovery	100.00000279
72	I	5	Sample_recovery	100.00000629
73	I	9	Sample_recovery	97.05003345
74	I	1	Sample_recovery	79.55197977
75	I	3	Sample_recovery	91.16904081
76	I	1	Sample_recovery	100.00000076
77	I	1	Sample_recovery	92.19400907
78	I	3	Sample_recovery	95.90172062
79	I	9	Sample_recovery	73.68217576
80	I	9	Sample_recovery	87.94390466
81	I	9	Sample_recovery	80.55705613
82	I	3	Sample_recovery	79.24351428
83	I	1	Sample_recovery	94.20139725
84	I	2	Sample_recovery	96.45461048
85	I	2	Sample_recovery	92.97919988
86	I	5	Sample_recovery	79.21687043
87	I	5	Sample_recovery	92.72777822
88	I	2	Sample_recovery	83.69519111
89	I	5	Sample_recovery	93.93775645
90	I	0	Sample_recovery	95.76721617
91	I	9	Sample_recovery	95.49258472
92	I	6	Sample_recovery	88.51866002
93	I	0	Sample_recovery	62.73967409
94	I	8	Sample_recovery	92.78358024
95	I	0	Sample_recovery	95.46342559
96	I	2	Sample_recovery	100.00000489
97	I	1	Sample_recovery	96.20871157
98	I	7	Sample_recovery	95.89728787
99	I	0	Sample_recovery	95.06130300
100	I	2	Sample_recovery	86.76247920
101	I	0	Sample_recovery	86.92141142
102	I	0	Sample_recovery	86.33258780
103	I	7	Sample_recovery	100.00000756
104	I	2	Sample_recovery	98.51505214
105	I	7	Sample_recovery	93.86144401
106	I	8	Sample_recovery	100.00000545
107	I	9	Sample_recovery	95.77929756
108	I	0	Sample_recovery	83.65570015
109	I	5	Sample_recovery	93.18893593
110	I	4	Sample_recovery	85.26186379
111	I	5	Sample_recovery	93.90724451
112	I	5	Sample_recovery	90.96722474
113	I	6	Sample_recovery	100.00000744
114	I	3	Sample_recovery	97.91135005
115	I	2	Sample_recovery	100.00000933
116	I	3	Sample_recovery	85.56451209
117	I	3	Sample_recovery	92.96245159
118	I	3	Sample_recovery	84.40120754
119	I	9	Sample_recovery	64.41760308
120	I	0	Sample_recovery	70.49970666
121	I	8	Sample_recovery	83.81933467
122	I	6	Sample_recovery	100.00000324
123	I	5	Sample_recovery	83.05098683
124	I	0	Sample_recovery	90.31345561
125	I	0	Sample_recovery	100.00000274
126	I	6	Sample_recovery	91.53039902
127	I	0	Sample_recovery	78.24517670
128	I	7	Sample_recovery	100.00000448
129	I	0	Sample_recovery	100.00000235
130	I	0	Sample_recovery	98.75934323
131	I	0	Sample_recovery	85.92780524
132	I	7	Sample_recovery	88.35405801
133	I	0	Sample_recovery	96.55896552
134	I	0	Sample_recovery	100.00000798
135	I	5	Sample_recovery	88.86566584
136	I	0	Sample_recovery	100.00000773
137	I	6	Sample_recovery	100.00000490
138	I	6	Sample_recovery	85.80787757
139	I	0	Sample_recovery	66.67203523
140	I	0	Sample_recovery	86.10830323
141	I	0	Sample_recovery	97.50139951
142	I	3	Sample_recovery	100.00000746
143	I	7	Sample_recovery	96.05331206
144	I	0	Sample_recovery	74.49334419
145	I	4	Sample_recovery	89.69985518
146	I	7	Sample_recovery	100.00000877
147	I	9	Sample_recovery	100.00000207
148	I	0	Sample_recovery	71.93317594
149	I	6	Sample_recovery	86.13541062
150	I	6	Sample_recovery	100.00000400
151	I	6	Sample_recovery	100.00000624
152	I	8	Sample_recovery	92.36404040
153	I	6	Sample_recovery	74.51442694
154	I	4	Sample_recovery	78.63016287
155	I	8	Sample_recovery	100.00000349
156	I	7	Sample_recovery	83.66881091
157	I	2	Sample_recovery	99.93095494
158	I	8	Sample_recovery	100.00000734
159	I	2	Sample_recovery	94.51447795
160	I	6	Sample_recovery	93.58863350
161	I	2	Sample_recovery	97.60300993
162	I	8	Sample_recovery	88.32214104
163	I	7	Sample_recovery	100.00000704
164	I	0	Sample_recovery	61.62402089
165	I	1	Sample_recovery	100.00000067
166	I	1	Sample_recovery	92.93662442
167	I	5	Sample_recovery	89.70521776
168	I	9	Sample_recovery	92.63534078
169	I	0	Sample_recovery	89.18648161
170	I	9	Sample_recovery	84.70627960
171	I	7	Sample_recovery	100.00000103
172	I	9	Sample_recovery	80.62005819
173	I	5	Sample_recovery	100.00000154
174	I	9	Sample_recovery	100.00000110
175	I	9	Sample_recovery	80.71934084
176	I	8	Sample_recovery	63.89501278
