species	type	location	rxn	time
1	I	8	Sample_recovery	87.66111701
2	I	5	Sample_recovery	97.93646664
3	I	0	Sample_recovery	97.30451313
4	I	9	Sample_recovery	100.00000831
5	I	9	Sample_recovery	76.01543550
6	I	1	Sample_recovery	99.41162473
7	I	1	Sample_recovery	82.08957573
8	I	8	Sample_recovery	79.90321469
9	I	9	Sample_recovery	100.00000795
10	I	9	Sample_recovery	88.07187852
11	I	6	Sample_recovery	100.00000956
12	I	7	Sample_recovery	74.22790009
13	I	0	Sample_recovery	99.92264223
14	I	2	Sample_recovery	100.00000316
15	I	9	Sample_recovery	78.44375899
16	I	4	Sample_recovery	79.80343328
17	I	5	Sample_recovery	81.55110445
18	I	9	Sample_recovery	87.84608778
19	I	4	Sample_recovery	78.81675615
20	I	4	Sample_recovery	100.00000411
21	I	4	Sample_recovery	94.95241799
22	I	0	Sample_recovery	90.46044060
23	I	1	Sample_recovery	100.00000181
24	I	1	Sample_recovery	98.07562404
25	I	6	Sample_recovery	94.48956066
26	I	3	Sample_recovery	90.87474826
27	I	2	Sample_recovery	91.51406506
28	I	4	Sample_recovery	99.67833178
29	I	2	Sample_recovery	92.93430254
30	I	3	Sample_recovery	89.48151348
31	I	3	Sample_recovery	86.93861319
32	I	0	Sample_recovery	86.08422291
33	I	4	Sample_recovery	100.00000475
34	I	2	Sample_recovery	98.38922260
35	I	0	Sample_recovery	100.00000893
36	I	0	Sample_recovery	99.93536722
37	I	9	Sample_recovery	51.21496240
38	I	2	Sample_recovery	89.32580641
