species	type	location	rxn	time
1	I	5	Sample_recovery	100.00000710
2	I	9	Sample_recovery	94.96025629
3	I	2	Sample_recovery	98.67070804
4	I	4	Sample_recovery	92.82533357
5	I	4	Sample_recovery	90.92318078
6	I	2	Sample_recovery	88.80383461
7	I	3	Sample_recovery	100.00000151
8	I	9	Sample_recovery	100.00000804
9	I	3	Sample_recovery	73.27135729
10	I	4	Sample_recovery	90.42446864
11	I	4	Sample_recovery	59.44632549
12	I	2	Sample_recovery	100.00000289
13	I	6	Sample_recovery	92.49344844
14	I	3	Sample_recovery	100.00000556
15	I	7	Sample_recovery	100.00000888
16	I	2	Sample_recovery	100.00000639
17	I	4	Sample_recovery	98.93804503
18	I	1	Sample_recovery	98.28409509
19	I	6	Sample_recovery	100.00000592
20	I	3	Sample_recovery	100.00000621
21	I	7	Sample_recovery	99.73650808
22	I	7	Sample_recovery	100.00000919
23	I	0	Sample_recovery	91.49719624
24	I	7	Sample_recovery	100.00000242
25	I	8	Sample_recovery	100.00000361
26	I	2	Sample_recovery	95.29225108
27	I	1	Sample_recovery	75.51307741
28	I	4	Sample_recovery	100.00000915
29	I	0	Sample_recovery	75.42123130
30	I	2	Sample_recovery	100.00000036
31	I	4	Sample_recovery	96.32256353
32	I	9	Sample_recovery	100.00000089
33	I	1	Sample_recovery	95.12318198
34	I	3	Sample_recovery	85.92137116
35	I	8	Sample_recovery	97.94778175
36	I	3	Sample_recovery	100.00000982
37	I	3	Sample_recovery	100.00000637
38	I	7	Sample_recovery	100.00000138
39	I	3	Sample_recovery	100.00000145
40	I	7	Sample_recovery	90.83794327
41	I	5	Sample_recovery	100.00000009
42	I	8	Sample_recovery	98.63997314
43	I	7	Sample_recovery	97.70516113
44	I	9	Sample_recovery	86.72554701
45	I	0	Sample_recovery	100.00000641
46	I	1	Sample_recovery	93.52152420
47	I	2	Sample_recovery	88.37942122
48	I	7	Sample_recovery	84.87791999
49	I	0	Sample_recovery	63.25449098
50	I	4	Sample_recovery	89.61012973
51	I	4	Sample_recovery	91.78244830
52	I	7	Sample_recovery	100.00000867
53	I	7	Sample_recovery	98.15052947
54	I	7	Sample_recovery	94.94203101
55	I	9	Sample_recovery	100.00000426
56	I	7	Sample_recovery	100.00000142
57	I	8	Sample_recovery	80.46536175
58	I	3	Sample_recovery	100.00000456
59	I	8	Sample_recovery	77.63041730
60	I	8	Sample_recovery	95.33118162
61	I	8	Sample_recovery	100.00000028
62	I	3	Sample_recovery	93.17396290
63	I	1	Sample_recovery	92.58395533
64	I	1	Sample_recovery	88.28375607
65	I	5	Sample_recovery	96.54108912
66	I	5	Sample_recovery	96.87809587
67	I	5	Sample_recovery	100.00000525
68	I	0	Sample_recovery	70.42179793
69	I	0	Sample_recovery	97.49456831
70	I	0	Sample_recovery	96.40095632
71	I	2	Sample_recovery	84.60197607
72	I	6	Sample_recovery	100.00000880
73	I	0	Sample_recovery	98.53419611
74	I	1	Sample_recovery	100.00000273
75	I	9	Sample_recovery	100.00000577
76	I	4	Sample_recovery	100.00000380
77	I	4	Sample_recovery	81.73277291
78	I	1	Sample_recovery	100.00000019
79	I	0	Sample_recovery	100.00000215
80	I	7	Sample_recovery	92.51333313
81	I	8	Sample_recovery	99.84793575
82	I	3	Sample_recovery	100.00000611
83	I	9	Sample_recovery	100.00000051
84	I	4	Sample_recovery	88.94271157
85	I	7	Sample_recovery	100.00000140
86	I	0	Sample_recovery	82.98771950
87	I	8	Sample_recovery	100.00000539
88	I	0	Sample_recovery	100.00000676
89	I	0	Sample_recovery	96.87644508
