sim	param_estimate	lower	upper
extant_misspec_numloc_sim318	0.004181612	0.003446442	0.004997916
extant_misspec_numloc_sim319	0.002045476	0.0017427	0.002373906
extant_misspec_numloc_sim320	0.004016629	0.0027118	0.004999403
extant_misspec_numloc_sim321	0.004276319	0.003522807	0.00499951
extant_misspec_numloc_sim328	0.00379959	0.003183355	0.004406694
extant_misspec_numloc_sim333	0.0009738415	0.0006084813	0.001370582
extant_misspec_numloc_sim335	0.003902766	0.002833726	0.004999166
extant_misspec_numloc_sim340	0.002202618	0.001755146	0.002609741
extant_misspec_numloc_sim341	0.003513223	0.002949071	0.004078291
extant_misspec_numloc_sim343	0.002780884	0.001878218	0.003782999
extant_misspec_numloc_sim348	0.002373298	0.00137011	0.003566911
extant_misspec_numloc_sim353	0.004741259	0.00433694	0.004999314
extant_misspec_numloc_sim357	0.004210597	0.003347421	0.004997465
extant_misspec_numloc_sim358	0.003372515	0.002101535	0.004710659
extant_misspec_numloc_sim365	0.0005699134	0.0004425346	0.0007124149
extant_misspec_numloc_sim366	0.00147948	0.00100158	0.002040271
extant_misspec_numloc_sim368	0.001938727	0.00137237	0.002572063
extant_misspec_numloc_sim375	0.001848862	0.001171376	0.002617104
extant_misspec_numloc_sim376	0.003215467	0.002149503	0.00432756
extant_misspec_numloc_sim380	0.004522949	0.003861949	0.004996918
extant_misspec_numloc_sim381	0.003585648	0.00235235	0.004984784
extant_misspec_numloc_sim383	0.003869429	0.003264555	0.004559309
extant_misspec_numloc_sim387	0.004114696	0.00312587	0.004998674
extant_misspec_numloc_sim390	0.003754732	0.003172054	0.004370248
