sim	param_estimate	lower	upper
iqtree_extant_misspec_tree_sim332	0.00113378	0.0008420608	0.001375887
iqtree_extant_misspec_tree_sim335	0.002881871	0.001388876	0.004812007
iqtree_extant_misspec_tree_sim336	0.002913715	0.001639986	0.004338746
iqtree_extant_misspec_tree_sim338	0.0009537493	0.0006194036	0.001315697
iqtree_extant_misspec_tree_sim340	0.001697396	0.001366568	0.002144482
iqtree_extant_misspec_tree_sim352	0.0005827189	0.0001072045	0.001283588
iqtree_extant_misspec_tree_sim355	0.0005672988	0.0001701744	0.001000712
iqtree_extant_misspec_tree_sim360	0.002998683	0.002425146	0.003479513
iqtree_extant_misspec_tree_sim362	0.00336607	0.002064166	0.004920245
iqtree_extant_misspec_tree_sim368	0.003586477	0.002375249	0.004982274
iqtree_extant_misspec_tree_sim372	0.0004161646	0.0001022631	0.0008685715
iqtree_extant_misspec_tree_sim373	0.0005084197	0.0003604535	0.0006711265
iqtree_extant_misspec_tree_sim374	0.001457798	0.0008963968	0.001961466
iqtree_extant_misspec_tree_sim375	0.0001738466	0.000100858	0.0002593672
iqtree_extant_misspec_tree_sim377	0.002171056	0.001757018	0.002597634
iqtree_extant_misspec_tree_sim378	0.004352269	0.003168182	0.00499953
iqtree_extant_misspec_tree_sim380	0.002978116	0.001946945	0.004448731
