sim	param_estimate	lower	upper
extant_misspec_numloc_sim311	0.00220978	0.001198682	0.003300866
extant_misspec_numloc_sim318	0.003089216	0.002212322	0.003968087
extant_misspec_numloc_sim319	0.003146077	0.002590404	0.003672745
extant_misspec_numloc_sim320	0.001369879	0.0001395021	0.002784624
extant_misspec_numloc_sim321	0.004337878	0.003571691	0.004999613
extant_misspec_numloc_sim328	0.002652183	0.002175684	0.003128401
extant_misspec_numloc_sim333	0.0006253978	0.0001980354	0.001047036
extant_misspec_numloc_sim335	0.002755545	0.001459492	0.00412799
extant_misspec_numloc_sim340	0.0005175331	0.0002913546	0.0007371124
extant_misspec_numloc_sim341	0.002549913	0.002058181	0.002968252
extant_misspec_numloc_sim343	0.001575467	0.0006921807	0.002438857
extant_misspec_numloc_sim348	0.002636631	0.001363653	0.004186564
extant_misspec_numloc_sim353	0.001694229	0.001314388	0.002049868
extant_misspec_numloc_sim357	0.003998647	0.003105385	0.004987464
extant_misspec_numloc_sim358	0.001883641	0.00087408	0.00311593
extant_misspec_numloc_sim365	0.003587822	0.002731753	0.004257339
extant_misspec_numloc_sim366	0.00166658	0.0009529946	0.002455183
extant_misspec_numloc_sim368	0.00410593	0.00319438	0.004992203
extant_misspec_numloc_sim375	0.0006820267	0.0002448833	0.001219387
extant_misspec_numloc_sim376	0.002720876	0.001678989	0.003746302
extant_misspec_numloc_sim380	0.00352803	0.002625486	0.004671806
extant_misspec_numloc_sim381	0.003365737	0.002108481	0.004980663
extant_misspec_numloc_sim383	0.001146319	0.00079562	0.001514539
extant_misspec_numloc_sim387	0.001373974	0.0006304105	0.002286417
extant_misspec_numloc_sim390	0.001838948	0.00154002	0.002166429
