sim	param_estimate	lower	upper
misspec_delta_sim358	0.003084385	0.001946564	0.004419394
misspec_delta_sim360	0.0005314268	0.0002921631	0.000896914
misspec_delta_sim363	0.002645017	0.001991172	0.003373427
misspec_delta_sim368	0.0004908974	0.0001011242	0.001085944
misspec_delta_sim369	0.00402528	0.003154051	0.004929685
misspec_delta_sim370	0.003420793	0.002345857	0.004440167
misspec_delta_sim378	0.003499244	0.002258389	0.004905182
misspec_delta_sim381	0.003882257	0.002544792	0.004997366
misspec_delta_sim388	0.003806218	0.003173559	0.004605015
misspec_delta_sim391	0.0009605392	0.00069707	0.001222871
misspec_delta_sim393	0.001410444	0.0006733066	0.002068501
