sim	param_estimate	lower	upper
extant_morethan20_sim355	0.004254825	0.003604878	0.00490477
extant_morethan20_sim361	0.00456758	0.003892831	0.004998408
extant_morethan20_sim373	0.003448504	0.002629182	0.004222079
extant_morethan20_sim375	0.00106432	0.0007047368	0.001360344
extant_morethan20_sim379	0.004432713	0.003701364	0.004998661
extant_morethan20_sim403	0.001626639	0.0006144353	0.003064033
extant_morethan20_sim406	0.002989125	0.002443799	0.003458102
extant_morethan20_sim407	0.000817581	0.0003339206	0.001309483
extant_morethan20_sim411	0.0003738016	0.0001588159	0.0006163558
extant_morethan20_sim414	0.001646179	0.001282531	0.001995571
extant_morethan20_sim415	0.002079868	0.001656826	0.002487298
extant_morethan20_sim418	0.0004728328	0.000293858	0.0006328037
extant_morethan20_sim419	0.003829249	0.002466157	0.004998782
extant_morethan20_sim422	0.000333906	0.0001884178	0.0004815743
extant_morethan20_sim424	0.002967816	0.001593634	0.004396007
extant_morethan20_sim425	0.00347667	0.002264837	0.004647414
extant_morethan20_sim434	0.004051457	0.003252396	0.0049657
extant_morethan20_sim437	0.001666962	0.001113675	0.002229887
extant_morethan20_sim438	0.001932146	0.001506777	0.002328209
extant_morethan20_sim441	0.004498716	0.003893174	0.004996709
extant_morethan20_sim444	0.004183191	0.00359108	0.004900353
extant_morethan20_sim452	0.003438358	0.002403867	0.004794404
extant_morethan20_sim455	0.0006166832	0.000100331	0.00148444
extant_morethan20_sim459	0.003087946	0.002046176	0.004352146
extant_morethan20_sim461	0.00435895	0.003338329	0.004991575
extant_morethan20_sim466	0.001071678	0.0005186066	0.001598209
extant_morethan20_sim470	0.00150516	0.001199845	0.001820998
extant_morethan20_sim475	0.004318099	0.003251351	0.004996385
extant_morethan20_sim478	0.001134903	0.0008112272	0.001528425
extant_morethan20_sim483	0.002351418	0.001275002	0.003373334
extant_morethan20_sim487	0.002938677	0.00133017	0.004500992
extant_morethan20_sim489	0.004537615	0.003797553	0.004996593
extant_morethan20_sim491	0.001187258	0.0005018732	0.001798443
extant_morethan20_sim497	0.003818233	0.002924165	0.004879504
