file_name	lowest_ESS
extant_phylocomp_runtime_sim175.log.ess	451.5
extant_phylocomp_runtime_sim282.log.ess	451.8
extant_phylocomp_runtime_sim120.log.ess	455.1
extant_phylocomp_runtime_sim284.log.ess	455.8
extant_phylocomp_runtime_sim280.log.ess	456.7
extant_phylocomp_runtime_sim101.log.ess	458.2
extant_phylocomp_runtime_sim195.log.ess	467.7
extant_phylocomp_runtime_sim466.log.ess	470.6
extant_phylocomp_runtime_sim497.log.ess	475.7
extant_phylocomp_runtime_sim42.log.ess	479.7
extant_phylocomp_runtime_sim102.log.ess	482.1
extant_phylocomp_runtime_sim343.log.ess	484.4
extant_phylocomp_runtime_sim491.log.ess	485.5
extant_phylocomp_runtime_sim277.log.ess	486.9
extant_phylocomp_runtime_sim334.log.ess	493.8
