extant_misspec_m_sim257.log.ancStates	.010	.013	.007	.010	.957
extant_misspec_m_sim258.log.ancStates	.138	.667	.042	.074	.077
extant_misspec_m_sim259.log.ancStates	0	.002	.002	0	.994
extant_misspec_m_sim263.log.ancStates	.021	.015	.944	.010	.007
extant_misspec_m_sim266.log.ancStates	0	.007	.005	.002	.984
extant_misspec_m_sim267.log.ancStates	.005	.973	.007	.007	.005
extant_misspec_m_sim269.log.ancStates	.917	.045	.010	.007	.018
extant_misspec_m_sim271.log.ancStates	0	0	.005	0	.994
extant_misspec_m_sim273.log.ancStates	.002	.007	.976	.007	.005
extant_misspec_m_sim282.log.ancStates	0	.992	.002	.002	.002
extant_misspec_m_sim283.log.ancStates	.005	.481	.500	.010	.002
extant_misspec_m_sim285.log.ancStates	.018	.944	.007	.018	.010
extant_misspec_m_sim288.log.ancStates	.021	.800	.119	.023	.034
extant_misspec_m_sim289.log.ancStates	.045	.710	.202	.021	.021
extant_misspec_m_sim294.log.ancStates	.007	.005	.973	.005	.007
extant_misspec_m_sim298.log.ancStates	.013	.909	.013	.021	.042
