species	type	location	rxn	time
1	I	0	Sample_recovery	95.40153230
2	I	3	Sample_recovery	100.00000400
3	I	0	Sample_recovery	79.73955451
4	I	3	Sample_recovery	99.35982644
5	I	0	Sample_recovery	92.33595389
6	I	0	Sample_recovery	96.92833298
7	I	0	Sample_recovery	100.00000058
8	I	0	Sample_recovery	99.52205823
9	I	0	Sample_recovery	99.79044483
10	I	4	Sample_recovery	94.65997822
11	I	0	Sample_recovery	99.40657997
12	I	0	Sample_recovery	85.33199585
13	I	0	Sample_recovery	99.90266576
14	I	2	Sample_recovery	100.00000101
15	I	0	Sample_recovery	95.26125082
16	I	0	Sample_recovery	92.52917106
17	I	0	Sample_recovery	86.01622235
18	I	0	Sample_recovery	100.00000746
19	I	0	Sample_recovery	100.00000773
20	I	0	Sample_recovery	97.39757885
21	I	0	Sample_recovery	91.37684227
22	I	0	Sample_recovery	93.06591582
23	I	3	Sample_recovery	98.88959238
24	I	4	Sample_recovery	90.27921075
25	I	4	Sample_recovery	100.00000821
26	I	4	Sample_recovery	100.00000978
27	I	4	Sample_recovery	94.62018073
28	I	4	Sample_recovery	100.00000834
29	I	4	Sample_recovery	98.20257211
30	I	4	Sample_recovery	100.00000201
31	I	4	Sample_recovery	87.41831716
32	I	0	Sample_recovery	100.00000915
33	I	0	Sample_recovery	98.83579889
34	I	0	Sample_recovery	100.00000997
35	I	0	Sample_recovery	92.15250070
36	I	0	Sample_recovery	100.00000210
37	I	0	Sample_recovery	92.72087761
38	I	0	Sample_recovery	97.04544275
39	I	0	Sample_recovery	100.00000926
40	I	3	Sample_recovery	100.00000032
41	I	0	Sample_recovery	99.71808780
42	I	0	Sample_recovery	100.00000409
43	I	0	Sample_recovery	100.00000016
44	I	0	Sample_recovery	100.00000022
45	I	0	Sample_recovery	84.65098743
46	I	0	Sample_recovery	100.00000686
47	I	0	Sample_recovery	95.69679956
48	I	0	Sample_recovery	88.36146522
49	I	1	Sample_recovery	97.02021883
50	I	0	Sample_recovery	96.06239198
51	I	0	Sample_recovery	95.86999827
52	I	1	Sample_recovery	94.97242941
53	I	1	Sample_recovery	94.12281389
54	I	0	Sample_recovery	87.13184329
55	I	0	Sample_recovery	94.72981391
56	I	0	Sample_recovery	100.00000574
57	I	0	Sample_recovery	100.00000568
58	I	0	Sample_recovery	100.00000723
59	I	0	Sample_recovery	100.00000417
60	I	0	Sample_recovery	94.05106678
61	I	0	Sample_recovery	100.00000190
62	I	0	Sample_recovery	100.00000112
63	I	0	Sample_recovery	100.00000388
64	I	0	Sample_recovery	95.07632693
65	I	3	Sample_recovery	89.53921749
66	I	0	Sample_recovery	100.00000317
67	I	0	Sample_recovery	88.86747631
68	I	2	Sample_recovery	100.00000142
69	I	0	Sample_recovery	96.25733278
70	I	0	Sample_recovery	99.02814459
71	I	0	Sample_recovery	99.87880302
72	I	0	Sample_recovery	97.25319254
73	I	0	Sample_recovery	98.60802569
74	I	0	Sample_recovery	96.91090266
75	I	0	Sample_recovery	99.46383758
76	I	0	Sample_recovery	100.00000145
77	I	0	Sample_recovery	100.00000994
78	I	3	Sample_recovery	100.00000021
79	I	0	Sample_recovery	98.22197892
80	I	0	Sample_recovery	97.21503165
81	I	4	Sample_recovery	98.67004839
82	I	4	Sample_recovery	100.00000029
83	I	0	Sample_recovery	64.68704907
84	I	1	Sample_recovery	99.80348845
85	I	1	Sample_recovery	85.64804837
86	I	1	Sample_recovery	100.00000362
87	I	1	Sample_recovery	85.18889192
88	I	1	Sample_recovery	80.47425733
89	I	0	Sample_recovery	71.40540557
90	I	0	Sample_recovery	75.99487182
91	I	0	Sample_recovery	93.23603653
92	I	0	Sample_recovery	99.11775132
93	I	0	Sample_recovery	100.00000781
94	I	1	Sample_recovery	99.84262974
95	I	0	Sample_recovery	90.46814093
96	I	0	Sample_recovery	96.90854911
97	I	0	Sample_recovery	98.59285292
98	I	0	Sample_recovery	100.00000470
99	I	0	Sample_recovery	90.65973260
100	I	0	Sample_recovery	77.89605591
101	I	0	Sample_recovery	81.51737670
102	I	0	Sample_recovery	98.42624501
103	I	0	Sample_recovery	100.00000878
104	I	0	Sample_recovery	90.06240222
105	I	0	Sample_recovery	98.94818591
106	I	0	Sample_recovery	94.97078078
107	I	0	Sample_recovery	100.00000330
108	I	0	Sample_recovery	97.52426056
109	I	0	Sample_recovery	98.86173022
110	I	3	Sample_recovery	100.00000373
111	I	3	Sample_recovery	91.88633100
112	I	0	Sample_recovery	93.17789613
113	I	0	Sample_recovery	89.19000264
114	I	0	Sample_recovery	100.00000421
115	I	0	Sample_recovery	92.32440748
116	I	0	Sample_recovery	94.94858150
117	I	0	Sample_recovery	96.96061201
118	I	0	Sample_recovery	82.69961701
119	I	0	Sample_recovery	93.53458572
120	I	0	Sample_recovery	86.33802784
121	I	0	Sample_recovery	89.05188095
122	I	1	Sample_recovery	100.00000376
123	I	1	Sample_recovery	100.00000141
124	I	1	Sample_recovery	96.18308945
125	I	0	Sample_recovery	95.51547822
126	I	0	Sample_recovery	88.05976529
127	I	1	Sample_recovery	88.53237846
128	I	0	Sample_recovery	95.84043347
