species	type	location	rxn	time
1	I	0	Sample_recovery	99.21634759
2	I	0	Sample_recovery	100.00000267
3	I	0	Sample_recovery	93.71341321
4	I	0	Sample_recovery	92.64403639
5	I	0	Sample_recovery	100.00000988
6	I	0	Sample_recovery	100.00000036
7	I	0	Sample_recovery	99.37759515
8	I	0	Sample_recovery	95.82601622
9	I	4	Sample_recovery	97.86136970
10	I	0	Sample_recovery	97.66803001
11	I	0	Sample_recovery	100.00000990
12	I	0	Sample_recovery	78.60646987
13	I	0	Sample_recovery	87.98814962
14	I	4	Sample_recovery	98.16535337
15	I	0	Sample_recovery	100.00000779
16	I	0	Sample_recovery	98.41210504
17	I	0	Sample_recovery	91.14011032
18	I	0	Sample_recovery	77.99458328
19	I	0	Sample_recovery	100.00000271
20	I	0	Sample_recovery	86.17174716
21	I	0	Sample_recovery	94.65326647
22	I	4	Sample_recovery	99.85073307
23	I	0	Sample_recovery	100.00000252
24	I	0	Sample_recovery	100.00000797
25	I	0	Sample_recovery	97.94300916
26	I	0	Sample_recovery	90.20667194
27	I	0	Sample_recovery	94.39857845
28	I	4	Sample_recovery	99.80737239
29	I	4	Sample_recovery	91.24667561
30	I	0	Sample_recovery	92.67892438
31	I	0	Sample_recovery	100.00000080
32	I	0	Sample_recovery	88.78234256
33	I	0	Sample_recovery	98.77431275
34	I	0	Sample_recovery	100.00000902
35	I	0	Sample_recovery	68.19096784
36	I	0	Sample_recovery	95.81770435
37	I	0	Sample_recovery	89.68610841
38	I	0	Sample_recovery	97.27187629
39	I	0	Sample_recovery	94.25929775
40	I	0	Sample_recovery	94.11625766
41	I	3	Sample_recovery	100.00000174
42	I	0	Sample_recovery	97.47593942
43	I	0	Sample_recovery	93.78216190
44	I	0	Sample_recovery	90.84553371
45	I	0	Sample_recovery	77.35830109
46	I	0	Sample_recovery	97.12553895
47	I	0	Sample_recovery	99.74191796
48	I	0	Sample_recovery	96.02907584
49	I	0	Sample_recovery	100.00000928
50	I	0	Sample_recovery	100.00000670
51	I	0	Sample_recovery	95.48126539
52	I	0	Sample_recovery	95.43548200
53	I	0	Sample_recovery	98.84675274
54	I	0	Sample_recovery	70.73094528
55	I	0	Sample_recovery	97.02264412
56	I	2	Sample_recovery	99.01666340
57	I	1	Sample_recovery	98.16901088
58	I	0	Sample_recovery	97.28690655
59	I	4	Sample_recovery	81.32944047
60	I	4	Sample_recovery	100.00000954
61	I	0	Sample_recovery	100.00000518
62	I	0	Sample_recovery	100.00000324
63	I	0	Sample_recovery	100.00000757
64	I	0	Sample_recovery	98.85847479
65	I	4	Sample_recovery	100.00000609
66	I	3	Sample_recovery	85.25693985
67	I	4	Sample_recovery	100.00000100
68	I	4	Sample_recovery	88.19101372
69	I	4	Sample_recovery	92.89563749
70	I	4	Sample_recovery	87.77793441
71	I	4	Sample_recovery	88.35150235
72	I	4	Sample_recovery	87.11082569
73	I	4	Sample_recovery	98.74538656
74	I	1	Sample_recovery	100.00000286
75	I	4	Sample_recovery	80.65148829
76	I	0	Sample_recovery	98.88186492
77	I	4	Sample_recovery	90.58827796
78	I	4	Sample_recovery	100.00000968
79	I	4	Sample_recovery	100.00000591
80	I	4	Sample_recovery	79.47592459
81	I	4	Sample_recovery	96.27675460
82	I	4	Sample_recovery	71.53459841
83	I	4	Sample_recovery	98.53136324
84	I	4	Sample_recovery	79.17114245
85	I	4	Sample_recovery	96.96430076
86	I	4	Sample_recovery	98.60686711
87	I	4	Sample_recovery	100.00000146
88	I	4	Sample_recovery	99.17929660
89	I	4	Sample_recovery	88.15769983
90	I	4	Sample_recovery	85.75727619
91	I	4	Sample_recovery	77.94800564
92	I	4	Sample_recovery	100.00000215
93	I	4	Sample_recovery	95.30378589
94	I	4	Sample_recovery	78.00127450
95	I	4	Sample_recovery	92.81472910
96	I	4	Sample_recovery	99.80519797
97	I	0	Sample_recovery	96.24932634
98	I	2	Sample_recovery	89.78973959
99	I	2	Sample_recovery	94.29385987
100	I	1	Sample_recovery	83.99078704
101	I	3	Sample_recovery	92.66996466
102	I	4	Sample_recovery	97.96245497
103	I	4	Sample_recovery	100.00000021
104	I	4	Sample_recovery	100.00000599
105	I	4	Sample_recovery	94.60034861
106	I	4	Sample_recovery	100.00000178
107	I	4	Sample_recovery	100.00000673
108	I	2	Sample_recovery	100.00000991
109	I	4	Sample_recovery	81.98070293
110	I	4	Sample_recovery	97.10047096
111	I	4	Sample_recovery	81.47759049
112	I	0	Sample_recovery	98.08153396
113	I	3	Sample_recovery	99.17796628
114	I	0	Sample_recovery	98.10212505
115	I	3	Sample_recovery	97.44693395
116	I	0	Sample_recovery	70.39745541
117	I	0	Sample_recovery	100.00000858
118	I	0	Sample_recovery	82.57087941
119	I	2	Sample_recovery	98.77242117
120	I	0	Sample_recovery	99.79889842
121	I	0	Sample_recovery	96.17557114
122	I	0	Sample_recovery	95.60198665
123	I	0	Sample_recovery	98.73816585
124	I	0	Sample_recovery	89.82311354
125	I	0	Sample_recovery	100.00000452
126	I	0	Sample_recovery	100.00000970
127	I	0	Sample_recovery	99.92064787
128	I	0	Sample_recovery	88.14745879
129	I	0	Sample_recovery	97.97152025
130	I	1	Sample_recovery	100.00000341
131	I	3	Sample_recovery	92.19921154
132	I	3	Sample_recovery	78.42049411
133	I	0	Sample_recovery	95.25215692
134	I	0	Sample_recovery	85.65531922
135	I	2	Sample_recovery	99.13632561
136	I	0	Sample_recovery	87.78184860
137	I	0	Sample_recovery	89.31465459
138	I	0	Sample_recovery	98.70223874
139	I	0	Sample_recovery	98.49290279
140	I	0	Sample_recovery	99.44404195
141	I	0	Sample_recovery	95.34521472
142	I	4	Sample_recovery	99.21331188
143	I	0	Sample_recovery	87.38651647
144	I	0	Sample_recovery	100.00000904
145	I	0	Sample_recovery	88.25021460
146	I	1	Sample_recovery	99.00238707
147	I	0	Sample_recovery	100.00000873
148	I	0	Sample_recovery	84.35942829
149	I	0	Sample_recovery	99.83885056
150	I	0	Sample_recovery	100.00000037
151	I	0	Sample_recovery	99.41637480
152	I	0	Sample_recovery	100.00000361
153	I	0	Sample_recovery	100.00000821
154	I	0	Sample_recovery	89.96956677
155	I	0	Sample_recovery	100.00000077
156	I	4	Sample_recovery	94.30395266
157	I	4	Sample_recovery	92.37625852
158	I	0	Sample_recovery	84.15761039
159	I	0	Sample_recovery	92.51632587
160	I	0	Sample_recovery	79.63860353
161	I	1	Sample_recovery	100.00000220
162	I	0	Sample_recovery	98.12790601
163	I	0	Sample_recovery	82.81449678
164	I	0	Sample_recovery	95.20382091
165	I	0	Sample_recovery	99.79319130
166	I	1	Sample_recovery	100.00000248
167	I	0	Sample_recovery	100.00000406
168	I	1	Sample_recovery	100.00000364
169	I	0	Sample_recovery	100.00000868
170	I	0	Sample_recovery	100.00000647
171	I	0	Sample_recovery	98.83795494
172	I	1	Sample_recovery	100.00000496
173	I	0	Sample_recovery	96.71153500
174	I	4	Sample_recovery	97.77577207
175	I	4	Sample_recovery	100.00000891
176	I	2	Sample_recovery	67.70595648
177	I	2	Sample_recovery	97.24737880
178	I	1	Sample_recovery	87.93675442
179	I	2	Sample_recovery	95.55019928
180	I	2	Sample_recovery	97.97553807
181	I	2	Sample_recovery	97.92832298
182	I	2	Sample_recovery	92.68629435
183	I	4	Sample_recovery	100.00000658
184	I	1	Sample_recovery	97.51347029
185	I	2	Sample_recovery	100.00000074
186	I	2	Sample_recovery	76.27481124
187	I	2	Sample_recovery	99.71294579
188	I	2	Sample_recovery	75.48291140
189	I	0	Sample_recovery	100.00000835
190	I	2	Sample_recovery	100.00000156
191	I	0	Sample_recovery	100.00000927
192	I	0	Sample_recovery	96.81320362
193	I	0	Sample_recovery	61.29314148
194	I	3	Sample_recovery	94.41668357
195	I	0	Sample_recovery	94.17601853
196	I	1	Sample_recovery	100.00000662
197	I	0	Sample_recovery	100.00000979
198	I	4	Sample_recovery	91.24097696
199	I	0	Sample_recovery	95.48458992
200	I	0	Sample_recovery	87.95045066
201	I	0	Sample_recovery	56.13231137
202	I	4	Sample_recovery	100.00000851
203	I	0	Sample_recovery	97.74353017
204	I	0	Sample_recovery	95.90561179
205	I	4	Sample_recovery	92.60523834
206	I	0	Sample_recovery	91.69711157
207	I	0	Sample_recovery	83.87869139
208	I	0	Sample_recovery	91.23821810
209	I	2	Sample_recovery	100.00000468
210	I	2	Sample_recovery	99.42395241
211	I	0	Sample_recovery	100.00000411
212	I	2	Sample_recovery	100.00000526
213	I	0	Sample_recovery	99.14152315
214	I	0	Sample_recovery	98.90695968
215	I	0	Sample_recovery	96.46068099
216	I	0	Sample_recovery	88.15407399
217	I	0	Sample_recovery	95.43334756
218	I	0	Sample_recovery	100.00000326
219	I	0	Sample_recovery	81.56047298
220	I	0	Sample_recovery	100.00000035
221	I	0	Sample_recovery	92.75201926
222	I	0	Sample_recovery	100.00000582
223	I	2	Sample_recovery	99.90091164
224	I	0	Sample_recovery	100.00000062
225	I	2	Sample_recovery	99.96635837
226	I	2	Sample_recovery	83.51399204
227	I	2	Sample_recovery	92.65220192
228	I	4	Sample_recovery	100.00000663
229	I	3	Sample_recovery	100.00000513
230	I	2	Sample_recovery	100.00000943
231	I	2	Sample_recovery	99.96489764
232	I	2	Sample_recovery	87.48284871
233	I	2	Sample_recovery	88.69107127
234	I	1	Sample_recovery	97.49213061
235	I	2	Sample_recovery	97.97798836
236	I	2	Sample_recovery	81.44905388
237	I	2	Sample_recovery	86.67510573
238	I	3	Sample_recovery	88.28789206
239	I	3	Sample_recovery	91.85128466
240	I	3	Sample_recovery	98.73601034
241	I	3	Sample_recovery	96.26861388
242	I	2	Sample_recovery	100.00000739
243	I	2	Sample_recovery	82.97815134
244	I	3	Sample_recovery	100.00000931
245	I	2	Sample_recovery	100.00000417
246	I	4	Sample_recovery	98.96568950
247	I	2	Sample_recovery	92.52386783
248	I	2	Sample_recovery	97.08917675
249	I	1	Sample_recovery	95.33050320
250	I	2	Sample_recovery	98.89365723
251	I	2	Sample_recovery	98.52003335
252	I	3	Sample_recovery	85.93708595
253	I	3	Sample_recovery	93.04416122
254	I	3	Sample_recovery	94.67551656
255	I	2	Sample_recovery	84.05220388
256	I	0	Sample_recovery	95.56731168
257	I	2	Sample_recovery	96.20482211
258	I	0	Sample_recovery	100.00000393
259	I	4	Sample_recovery	100.00000533
260	I	1	Sample_recovery	95.99472478
261	I	2	Sample_recovery	87.76083557
262	I	0	Sample_recovery	86.89908269
263	I	1	Sample_recovery	89.19003860
264	I	2	Sample_recovery	99.20580460
265	I	2	Sample_recovery	100.00000919
266	I	2	Sample_recovery	97.81928438
267	I	2	Sample_recovery	98.18580187
268	I	2	Sample_recovery	96.01543593
269	I	2	Sample_recovery	90.27574708
270	I	2	Sample_recovery	86.75755774
271	I	2	Sample_recovery	89.83723626
272	I	2	Sample_recovery	100.00000601
273	I	2	Sample_recovery	74.78304906
274	I	2	Sample_recovery	89.83530135
275	I	2	Sample_recovery	99.00154502
276	I	4	Sample_recovery	77.75861409
277	I	4	Sample_recovery	74.32342945
278	I	1	Sample_recovery	99.49432031
279	I	2	Sample_recovery	94.10730340
280	I	2	Sample_recovery	98.68880517
281	I	2	Sample_recovery	99.25654837
282	I	2	Sample_recovery	100.00000774
283	I	2	Sample_recovery	95.50963269
284	I	2	Sample_recovery	92.61377641
285	I	4	Sample_recovery	90.88936067
286	I	3	Sample_recovery	77.23283397
287	I	3	Sample_recovery	85.50915208
288	I	2	Sample_recovery	93.66065917
289	I	2	Sample_recovery	96.62027768
290	I	2	Sample_recovery	100.00000219
291	I	2	Sample_recovery	95.80256809
292	I	2	Sample_recovery	100.00000118
293	I	2	Sample_recovery	100.00000267
294	I	2	Sample_recovery	85.85508940
295	I	2	Sample_recovery	92.65687437
296	I	2	Sample_recovery	87.45710056
297	I	2	Sample_recovery	100.00000273
298	I	2	Sample_recovery	100.00000359
299	I	2	Sample_recovery	99.77944180
300	I	2	Sample_recovery	85.31883979
301	I	2	Sample_recovery	87.61059302
302	I	2	Sample_recovery	100.00000755
303	I	2	Sample_recovery	96.43797918
304	I	4	Sample_recovery	100.00000603
305	I	3	Sample_recovery	100.00000650
306	I	2	Sample_recovery	96.57947385
307	I	2	Sample_recovery	99.92899195
308	I	2	Sample_recovery	99.11667516
309	I	2	Sample_recovery	95.78770599
310	I	2	Sample_recovery	97.27089911
311	I	2	Sample_recovery	90.06210944
312	I	0	Sample_recovery	100.00000783
313	I	2	Sample_recovery	100.00000141
314	I	2	Sample_recovery	94.78979073
315	I	0	Sample_recovery	96.31701407
316	I	1	Sample_recovery	84.80985722
317	I	1	Sample_recovery	96.24154514
318	I	0	Sample_recovery	99.54112843
319	I	2	Sample_recovery	95.15270856
320	I	0	Sample_recovery	100.00000744
321	I	4	Sample_recovery	89.98556566
322	I	2	Sample_recovery	90.92185467
323	I	2	Sample_recovery	100.00000859
324	I	2	Sample_recovery	100.00000616
325	I	0	Sample_recovery	95.36206190
326	I	2	Sample_recovery	97.33701059
327	I	0	Sample_recovery	97.14598493
328	I	2	Sample_recovery	89.57136363
329	I	2	Sample_recovery	98.49556480
330	I	2	Sample_recovery	97.11393466
331	I	2	Sample_recovery	81.28563490
332	I	4	Sample_recovery	100.00000997
333	I	2	Sample_recovery	93.76325559
334	I	2	Sample_recovery	100.00000660
335	I	0	Sample_recovery	100.00000688
336	I	2	Sample_recovery	99.49704888
337	I	2	Sample_recovery	92.43515997
338	I	2	Sample_recovery	99.95075490
339	I	2	Sample_recovery	100.00000416
340	I	2	Sample_recovery	98.89278730
341	I	2	Sample_recovery	97.66160386
