species	type	location	rxn	time
1	I	3	Sample_recovery	96.22546442
2	I	3	Sample_recovery	80.92546051
3	I	4	Sample_recovery	89.96758312
4	I	1	Sample_recovery	95.53451463
5	I	1	Sample_recovery	100.00000969
6	I	1	Sample_recovery	95.69851664
7	I	1	Sample_recovery	84.71902246
8	I	1	Sample_recovery	100.00000655
9	I	1	Sample_recovery	94.17241201
10	I	1	Sample_recovery	100.00000726
11	I	1	Sample_recovery	74.37017469
12	I	1	Sample_recovery	100.00000350
13	I	1	Sample_recovery	95.25060529
14	I	1	Sample_recovery	65.15600448
15	I	2	Sample_recovery	100.00000202
16	I	1	Sample_recovery	81.64593833
17	I	0	Sample_recovery	100.00000710
18	I	1	Sample_recovery	98.17514068
19	I	1	Sample_recovery	98.74772376
20	I	1	Sample_recovery	100.00000617
21	I	0	Sample_recovery	100.00000784
22	I	1	Sample_recovery	98.95617949
23	I	2	Sample_recovery	99.12718965
24	I	1	Sample_recovery	67.11457680
25	I	1	Sample_recovery	80.17005354
26	I	1	Sample_recovery	71.79428581
27	I	1	Sample_recovery	66.30124288
28	I	1	Sample_recovery	100.00000549
29	I	1	Sample_recovery	89.07059206
30	I	0	Sample_recovery	76.19875664
31	I	2	Sample_recovery	100.00000232
32	I	1	Sample_recovery	100.00000461
33	I	2	Sample_recovery	89.22932737
34	I	1	Sample_recovery	97.45413916
35	I	2	Sample_recovery	95.75761273
36	I	4	Sample_recovery	100.00000299
37	I	1	Sample_recovery	86.83686590
38	I	4	Sample_recovery	92.75539350
39	I	4	Sample_recovery	99.67089777
40	I	2	Sample_recovery	79.60276247
41	I	1	Sample_recovery	88.21452758
42	I	3	Sample_recovery	80.28777648
43	I	1	Sample_recovery	81.80211089
44	I	4	Sample_recovery	96.14000614
45	I	1	Sample_recovery	54.47135931
46	I	1	Sample_recovery	93.11257636
47	I	1	Sample_recovery	99.74038480
48	I	1	Sample_recovery	96.60776530
49	I	1	Sample_recovery	98.55318050
50	I	1	Sample_recovery	100.00000833
51	I	2	Sample_recovery	100.00000091
52	I	1	Sample_recovery	100.00000953
53	I	3	Sample_recovery	98.64218821
54	I	3	Sample_recovery	96.68230895
55	I	2	Sample_recovery	92.85684250
56	I	1	Sample_recovery	95.33474290
57	I	1	Sample_recovery	100.00000397
58	I	3	Sample_recovery	92.75048917
59	I	1	Sample_recovery	100.00000386
60	I	1	Sample_recovery	100.00000231
61	I	2	Sample_recovery	89.07783575
62	I	2	Sample_recovery	100.00000383
63	I	2	Sample_recovery	100.00000893
64	I	1	Sample_recovery	84.82740608
65	I	1	Sample_recovery	100.00000433
66	I	1	Sample_recovery	85.61861822
67	I	1	Sample_recovery	100.00000313
68	I	1	Sample_recovery	88.15057211
69	I	1	Sample_recovery	94.94376602
70	I	2	Sample_recovery	100.00000269
71	I	1	Sample_recovery	100.00000492
72	I	1	Sample_recovery	99.17426121
73	I	1	Sample_recovery	88.63616958
74	I	1	Sample_recovery	71.61442681
75	I	1	Sample_recovery	100.00000078
76	I	1	Sample_recovery	67.79531009
77	I	1	Sample_recovery	92.71516879
78	I	4	Sample_recovery	99.16434709
79	I	2	Sample_recovery	95.46696967
80	I	2	Sample_recovery	74.34828259
81	I	2	Sample_recovery	99.09256470
82	I	2	Sample_recovery	86.20735922
83	I	2	Sample_recovery	99.19661950
84	I	2	Sample_recovery	91.06553145
85	I	2	Sample_recovery	97.93193528
86	I	3	Sample_recovery	92.26948086
87	I	2	Sample_recovery	87.63929346
88	I	1	Sample_recovery	75.33125017
89	I	2	Sample_recovery	99.17461498
90	I	2	Sample_recovery	82.72924443
91	I	2	Sample_recovery	81.37363827
92	I	2	Sample_recovery	62.60638571
93	I	1	Sample_recovery	98.29287479
94	I	4	Sample_recovery	96.15565148
95	I	1	Sample_recovery	96.62278702
96	I	2	Sample_recovery	100.00000458
97	I	4	Sample_recovery	98.22150960
98	I	1	Sample_recovery	83.47114612
