file_name	true_minus_lower	true_minus_upper	true_values
pairwise_migration_rate_extant_morethan20_sim301.log	-11.2789682539682	24.3198412698413	0.00126
pairwise_migration_rate_extant_morethan20_sim306.log	-28.8877358490566	37.7189150943396	0.00212
pairwise_migration_rate_extant_morethan20_sim312.log	-43.1197080291971	-10.7559124087591	0.00274
pairwise_migration_rate_extant_morethan20_sim314.log	18.4188888888889	72.3161777777778	0.00225
pairwise_migration_rate_extant_morethan20_sim317.log	-58.032969924812	-24.9561278195489	0.00266
pairwise_migration_rate_extant_morethan20_sim325.log	1.95042857142857	26.0469857142857	7e-04
pairwise_migration_rate_extant_morethan20_sim326.log	16.82648	42.73056	0.00125
pairwise_migration_rate_extant_morethan20_sim333.log	4.47837301587301	17.6932936507937	0.00252
pairwise_migration_rate_extant_morethan20_sim334.log	16.5942902208202	35.7482965299685	0.00317
pairwise_migration_rate_extant_morethan20_sim336.log	-4.43716791979949	7.06987468671681	0.00399
pairwise_migration_rate_extant_morethan20_sim338.log	3.809	28.014884057971	0.00069
pairwise_migration_rate_extant_morethan20_sim339.log	-22.4408602150538	-2.31756989247312	0.00465
pairwise_migration_rate_extant_morethan20_sim340.log	-0.985806451612908	16.0305376344086	0.00186
pairwise_migration_rate_extant_morethan20_sim341.log	6.57096354166666	24.2029427083333	0.00384
pairwise_migration_rate_extant_morethan20_sim343.log	-21.6966216216216	29.9274324324324	0.00222
pairwise_migration_rate_extant_morethan20_sim345.log	-14.1903	48.73425	2e-04
pairwise_migration_rate_extant_morethan20_sim350.log	8.15023999999999	23.21304	0.0025
pairwise_migration_rate_extant_morethan20_sim355.log	-11.6181578947368	-2.11392543859649	0.00456
pairwise_migration_rate_extant_morethan20_sim361.log	-1.68663135593221	5.75499999999999	0.00472
pairwise_migration_rate_extant_morethan20_sim373.log	-2.05329153605016	15.971065830721	0.00319
pairwise_migration_rate_extant_morethan20_sim375.log	-14.5755229357798	6.2502752293578	0.00109
pairwise_migration_rate_extant_morethan20_sim379.log	15.1364102564103	27.7666153846154	0.0039
pairwise_migration_rate_extant_morethan20_sim403.log	-28.8141151079137	27.4092086330935	0.00139
pairwise_migration_rate_extant_morethan20_sim406.log	-14.2278703703704	-3.19935185185185	0.00324
pairwise_migration_rate_extant_morethan20_sim407.log	-46.6986153846154	-17.002452991453	0.00117
pairwise_migration_rate_extant_morethan20_sim411.log	-49.5488888888889	-14.7725555555556	0.00045
pairwise_migration_rate_extant_morethan20_sim414.log	-12.024578313253	2.20855421686747	0.00166
pairwise_migration_rate_extant_morethan20_sim415.log	-6.9307614213198	6.93365482233502	0.00197
pairwise_migration_rate_extant_morethan20_sim418.log	-26.9959622641509	-4.59192452830189	0.00053
pairwise_migration_rate_extant_morethan20_sim419.log	-18.3013921113689	5.79689095127612	0.00431
pairwise_migration_rate_extant_morethan20_sim422.log	-5.03613793103448	28.9979655172414	0.00029
pairwise_migration_rate_extant_morethan20_sim424.log	-26.6434853420195	4.26159609120521	0.00307
pairwise_migration_rate_extant_morethan20_sim425.log	-12.4309850746269	13.687552238806	0.00335
pairwise_migration_rate_extant_morethan20_sim434.log	1.80607344632768	21.923220338983	0.00354
pairwise_migration_rate_extant_morethan20_sim437.log	-20.5446739130435	-2.24375	0.00184
pairwise_migration_rate_extant_morethan20_sim438.log	-16.5423720930233	-3.35883720930233	0.00215
pairwise_migration_rate_extant_morethan20_sim441.log	-6.58821946169772	2.13438923395444	0.00483
pairwise_migration_rate_extant_morethan20_sim444.log	-5.38399521531099	5.63433014354068	0.00418
pairwise_migration_rate_extant_morethan20_sim452.log	-7.67569131832798	20.3960128617363	0.00311
pairwise_migration_rate_extant_morethan20_sim455.log	-3.2163157894737	198.528368421053	0.00019
pairwise_migration_rate_extant_morethan20_sim459.log	-20.9120238095238	0.403958333333327	0.00336
pairwise_migration_rate_extant_morethan20_sim461.log	37.9491049382716	53.8423456790124	0.00324
pairwise_migration_rate_extant_morethan20_sim466.log	-26.5494385964912	3.94043859649123	0.00114
pairwise_migration_rate_extant_morethan20_sim470.log	6.40446153846155	22.4643846153846	0.0013
pairwise_migration_rate_extant_morethan20_sim475.log	-5.5551914893617	5.79265957446808	0.0047
pairwise_migration_rate_extant_morethan20_sim478.log	19.3728961038961	51.9855844155844	0.00077
pairwise_migration_rate_extant_morethan20_sim483.log	6.23847368421053	41.1715789473684	0.0019
pairwise_migration_rate_extant_morethan20_sim487.log	-13.4296739130435	26.5051086956522	0.00276
pairwise_migration_rate_extant_morethan20_sim489.log	6.80431870669747	15.3938106235566	0.00433
pairwise_migration_rate_extant_morethan20_sim491.log	-12.9230891089109	28.4766336633663	0.00101
pairwise_migration_rate_extant_morethan20_sim497.log	-8.90564643799473	10.3557255936676	0.00379
