file_name	true_minus_lower	true_minus_upper	true_values
R_0_param_extant_morethan20_sim1.log	-3.66948522236347	2.06773501004869	3.79154
R_0_param_extant_morethan20_sim2.log	-4.47697171908464	4.62951147451711	4.92134
R_0_param_extant_morethan20_sim4.log	-13.0779757228656	4.24538151592712	3.9461
R_0_param_extant_morethan20_sim15.log	-12.7911314376616	14.1099622191291	2.5145
R_0_param_extant_morethan20_sim17.log	-3.63463500602913	7.47417842937194	3.66554
R_0_param_extant_morethan20_sim25.log	-1.21267813828224	5.46358719729102	4.55966
R_0_param_extant_morethan20_sim28.log	-2.18994150552125	15.1259054445755	3.44306
R_0_param_extant_morethan20_sim34.log	-19.2068613116906	13.3867935788029	2.68112
R_0_param_extant_morethan20_sim36.log	-7.63808618564974	-1.63085946828937	4.18724
R_0_param_extant_morethan20_sim37.log	-19.1715379565104	6.53530663418261	2.52842
R_0_param_extant_morethan20_sim42.log	-11.0813840821853	16.9805033477845	3.22004
R_0_param_extant_morethan20_sim48.log	-2.60446973558011	11.6816487216428	4.98374
R_0_param_extant_morethan20_sim51.log	-6.14298361769274	2.10516273549806	5.24102
R_0_param_extant_morethan20_sim52.log	-8.54828737202894	9.21057819395596	4.4639
R_0_param_extant_morethan20_sim54.log	0.470444131923966	19.1946649730073	2.2043
R_0_param_extant_morethan20_sim62.log	-15.4998909309047	19.4931286469979	3.6674
R_0_param_extant_morethan20_sim67.log	-10.1923944024864	2.12277975490748	2.48396
R_0_param_extant_morethan20_sim69.log	-4.36775341714225	8.89925535402464	2.98934
R_0_param_extant_morethan20_sim72.log	-5.80052974421362	3.55439887891341	6.4937
R_0_param_extant_morethan20_sim73.log	-4.51542966705418	1.48043261469633	3.63002
R_0_param_extant_morethan20_sim76.log	-1.82263916324972	11.0422782399282	2.54126
R_0_param_extant_morethan20_sim83.log	-2.03887717987191	4.44215129347337	3.42566
R_0_param_extant_morethan20_sim84.log	-0.00935406253697325	12.7349644714673	3.54926
R_0_param_extant_morethan20_sim85.log	-12.4404627046342	18.5425257148036	3.08966
