file_name	true_minus_lower	true_minus_upper	true_values
delta_param_extant_morethan20_sim1.log	-14.8425657894737	10.0113815789474	0.00152
delta_param_extant_morethan20_sim2.log	-7.53302857142858	26.8506285714286	0.00175
delta_param_extant_morethan20_sim4.log	-12.4886120996441	51.0409608540925	0.00281
delta_param_extant_morethan20_sim15.log	-65.2746518518518	29.3979259259259	0.00135
delta_param_extant_morethan20_sim17.log	-12.6508158995816	4.60094142259413	0.00478
delta_param_extant_morethan20_sim25.log	-18.8948908296943	4.96240174672489	0.00229
delta_param_extant_morethan20_sim28.log	-26.9606442577031	17.3927170868347	0.00357
delta_param_extant_morethan20_sim34.log	-5.60401662049861	38.4565927977839	0.00361
delta_param_extant_morethan20_sim36.log	-23.3644418604651	20.1193720930233	0.00043
delta_param_extant_morethan20_sim37.log	-33.1459060402685	11.8450111856823	0.00447
delta_param_extant_morethan20_sim42.log	-21.1929605263158	9.64337719298246	0.00456
delta_param_extant_morethan20_sim48.log	-29.87	-0.821724137931037	0.00464
delta_param_extant_morethan20_sim51.log	-13.1783193277311	5.02985294117647	0.00476
delta_param_extant_morethan20_sim52.log	-64.2559666666667	31.2944333333333	3e-04
delta_param_extant_morethan20_sim54.log	-49.9022397476341	-0.409842271293371	0.00317
delta_param_extant_morethan20_sim62.log	-12.5267826086957	211.640173913043	0.00115
delta_param_extant_morethan20_sim67.log	-27.3198796296296	39.9152777777778	0.00108
delta_param_extant_morethan20_sim69.log	-16.573163538874	23.472091152815	0.00373
delta_param_extant_morethan20_sim72.log	-11.9731623931624	16.6911538461538	0.00234
delta_param_extant_morethan20_sim73.log	-11.5416022099448	16.2565193370166	0.00181
delta_param_extant_morethan20_sim76.log	-31.1569796954315	6.66926395939087	0.00394
delta_param_extant_morethan20_sim83.log	-3.78212264150943	23.7019811320755	0.00212
delta_param_extant_morethan20_sim84.log	-45.1131221719457	-8.36352941176471	0.00221
delta_param_extant_morethan20_sim85.log	-28.1551733333333	32.8061866666667	0.00375
delta_param_extant_morethan20_sim94.log	-15.1962921348315	20.5206179775281	0.00178
delta_param_extant_morethan20_sim96.log	-35.9128971962617	25.1411214953271	0.00321
delta_param_extant_morethan20_sim99.log	-54.3151363636364	52.6176818181818	0.0022
delta_param_extant_morethan20_sim101.log	-21.8736705202312	20.1432080924856	0.00346
delta_param_extant_morethan20_sim102.log	-31.172	24.97895	0.004
