file_name	true_minus_lower	true_minus_upper	true_values
R_0_param_extant_morethan20_sim1.log	-4.03424466048096	2.74107618540224	3.79154
R_0_param_extant_morethan20_sim2.log	-5.36691226373304	5.40974612605511	4.92134
R_0_param_extant_morethan20_sim4.log	-15.0103139808925	5.60421682167203	3.9461
R_0_param_extant_morethan20_sim15.log	-14.9866375024856	16.6194869755419	2.5145
R_0_param_extant_morethan20_sim17.log	-4.92099390540003	8.26197504324056	3.66554
R_0_param_extant_morethan20_sim25.log	-2.06004395064545	5.91276542549225	4.55966
R_0_param_extant_morethan20_sim28.log	-3.70144580692756	16.6905891852015	3.44306
R_0_param_extant_morethan20_sim34.log	-19.5422435400131	18.2108223429015	2.68112
R_0_param_extant_morethan20_sim36.log	-8.13858293291046	-1.05680591511354	4.18724
R_0_param_extant_morethan20_sim37.log	-20.8553958598651	8.42015962537869	2.52842
R_0_param_extant_morethan20_sim42.log	-14.7028297785121	18.2110160122235	3.22004
R_0_param_extant_morethan20_sim48.log	-3.72202402211993	13.0805780397854	4.98374
R_0_param_extant_morethan20_sim51.log	-6.7690449568977	3.09134481455899	5.24102
R_0_param_extant_morethan20_sim52.log	-10.0602164026972	10.8891328210757	4.4639
R_0_param_extant_morethan20_sim54.log	-1.107970784376	21.583541260264	2.2043
R_0_param_extant_morethan20_sim62.log	-19.7205922451873	22.1939521186672	3.6674
R_0_param_extant_morethan20_sim67.log	-11.4192257524276	3.1434886230052	2.48396
R_0_param_extant_morethan20_sim69.log	-5.44829293422628	10.1338757050051	2.98934
R_0_param_extant_morethan20_sim72.log	-6.49949951491445	4.63560065910037	6.4937
R_0_param_extant_morethan20_sim73.log	-5.2221750844348	1.98993393975791	3.63002
R_0_param_extant_morethan20_sim76.log	-2.54322658838528	12.6688335707484	2.54126
R_0_param_extant_morethan20_sim83.log	-2.45278282141253	5.25650531576396	3.42566
R_0_param_extant_morethan20_sim84.log	-0.418425249206869	14.7094605636104	3.54926
R_0_param_extant_morethan20_sim85.log	-14.9820044924037	22.5034793472421	3.08966
R_0_param_extant_morethan20_sim94.log	-8.57031173880567	2.51056682735357	4.31066
R_0_param_extant_morethan20_sim96.log	-8.07233906531326	13.8689233619497	3.06584
R_0_param_extant_morethan20_sim99.log	-23.1769797558295	12.7813319491166	2.96678
R_0_param_extant_morethan20_sim101.log	-6.12422139252906	13.2068924089237	4.32824
R_0_param_extant_morethan20_sim102.log	-23.2010823201506	35.6760919255791	3.07118
R_0_param_extant_morethan20_sim105.log	-10.1971953341709	2.33953996002761	7.27502
R_0_param_extant_morethan20_sim107.log	-22.4985170748242	14.626901010383	4.01234
R_0_param_extant_morethan20_sim108.log	-9.65243630677957	17.942929997735	2.73734
R_0_param_extant_morethan20_sim119.log	-11.2129309144181	1.47904942200855	3.87722
R_0_param_extant_morethan20_sim120.log	-7.54743109022025	-0.252210037691322	4.10174
R_0_param_extant_morethan20_sim124.log	-4.14900413561702	12.9089042565643	4.10096
R_0_param_extant_morethan20_sim125.log	-10.1947030755759	10.016642243151	4.47656
R_0_param_extant_morethan20_sim132.log	-14.0596070577899	9.12556579913074	7.33034
R_0_param_extant_morethan20_sim139.log	-20.0187300311185	13.6023515632039	5.77148
R_0_param_extant_morethan20_sim141.log	-4.96219621962196	1.2984490756768	2.8886
R_0_param_extant_morethan20_sim143.log	-19.1874170413738	21.8618488069392	3.88748
R_0_param_extant_morethan20_sim144.log	-20.332747186233	14.0941157440503	3.83294
