file_name	true_minus_lower	true_minus_upper	true_values
R_0_param_extant_morethan20_sim1.log	-2.8351276789906	1.16150693385801	3.79154
R_0_param_extant_morethan20_sim2.log	-3.37552373946932	2.95797486050548	4.92134
R_0_param_extant_morethan20_sim4.log	-10.1213856719292	1.93563264995819	3.9461
R_0_param_extant_morethan20_sim15.log	-8.5370053688606	10.3386756810499	2.5145
R_0_param_extant_morethan20_sim17.log	-2.70055708026649	5.30511193439439	3.66554
R_0_param_extant_morethan20_sim25.log	-0.598334086313464	4.13693126241869	4.55966
R_0_param_extant_morethan20_sim28.log	-0.412249568697607	11.9383629678251	3.44306
R_0_param_extant_morethan20_sim34.log	-15.5730813988184	7.61170704780092	2.68112
R_0_param_extant_morethan20_sim36.log	-6.93509328340387	-2.61587585139614	4.18724
R_0_param_extant_morethan20_sim37.log	-16.3883769310478	2.2731191811487	2.52842
R_0_param_extant_morethan20_sim42.log	-9.59916646998174	9.95152234133738	3.22004
R_0_param_extant_morethan20_sim48.log	-0.198365083250728	9.65568027224533	4.98374
R_0_param_extant_morethan20_sim51.log	-5.00417857592606	0.801866812185412	5.24102
R_0_param_extant_morethan20_sim52.log	-5.83505454871301	6.445081655055	4.4639
R_0_param_extant_morethan20_sim54.log	3.24447670462279	16.1831874064329	2.2043
R_0_param_extant_morethan20_sim62.log	-10.9721873807057	13.7362981949065	3.6674
R_0_param_extant_morethan20_sim67.log	-8.88681782315335	-0.271944797822834	2.48396
R_0_param_extant_morethan20_sim69.log	-2.08945787364435	7.2547786467916	2.98934
R_0_param_extant_morethan20_sim72.log	-4.090087315398	2.32140382216611	6.4937
R_0_param_extant_morethan20_sim73.log	-3.53535242230071	0.692365331320485	3.63002
R_0_param_extant_morethan20_sim76.log	0.451075450760646	9.64556952063151	2.54126
R_0_param_extant_morethan20_sim83.log	-1.06969167985148	3.4402713637664	3.42566
R_0_param_extant_morethan20_sim84.log	2.77776212506269	11.4996365439557	3.54926
R_0_param_extant_morethan20_sim85.log	-8.01065489406601	13.5697131723232	3.08966
R_0_param_extant_morethan20_sim94.log	-6.21526633972524	0.212009297880124	4.31066
R_0_param_extant_morethan20_sim96.log	-3.97636536805574	9.35463037862379	3.06584
R_0_param_extant_morethan20_sim99.log	-15.2342944202132	6.01203998948355	2.96678
R_0_param_extant_morethan20_sim101.log	-2.51279965990796	9.13784817847438	4.32824
R_0_param_extant_morethan20_sim102.log	-8.30211840400107	25.1605246192017	3.07118
R_0_param_extant_morethan20_sim105.log	-7.77533257640529	-0.107642315759949	7.27502
R_0_param_extant_morethan20_sim107.log	-16.4566562155749	5.44288370377385	4.01234
R_0_param_extant_morethan20_sim108.log	-5.14258367612355	11.2826685760629	2.73734
R_0_param_extant_morethan20_sim119.log	-8.93088346805185	-1.21973991674446	3.87722
R_0_param_extant_morethan20_sim120.log	-6.34954921569871	-1.96528790220736	4.10174
R_0_param_extant_morethan20_sim124.log	-1.09657250985133	8.90052573056066	4.10096
R_0_param_extant_morethan20_sim125.log	-6.47059349143093	5.79259520703397	4.47656
R_0_param_extant_morethan20_sim132.log	-7.66240037979139	7.6212835966681	7.33034
R_0_param_extant_morethan20_sim139.log	-12.806628455786	6.77723911371085	5.77148
R_0_param_extant_morethan20_sim141.log	-3.39787440282489	0.254690853700764	2.8886
R_0_param_extant_morethan20_sim143.log	-12.0384413553253	12.5875374278453	3.88748
R_0_param_extant_morethan20_sim144.log	-14.7566358982922	5.68623563113433	3.83294
R_0_param_extant_morethan20_sim149.log	-2.08024464228021	11.7605763362889	4.45712
R_0_param_extant_morethan20_sim152.log	-3.79977069739131	0.0661014310181312	2.82596
R_0_param_extant_morethan20_sim153.log	3.73358744490107	11.6118694235642	4.6961
R_0_param_extant_morethan20_sim156.log	-3.88832912436221	3.07513013451529	7.7612
R_0_param_extant_morethan20_sim157.log	-8.42963377315652	11.2561120068441	6.0782
R_0_param_extant_morethan20_sim160.log	-13.3878597490542	16.4710214459024	3.27242
R_0_param_extant_morethan20_sim163.log	-15.2455402702372	-0.646653526087748	6.85916
R_0_param_extant_morethan20_sim175.log	0.243839078395403	8.91245782607022	3.11804
R_0_param_extant_morethan20_sim183.log	-8.85272825291695	3.70432053602371	5.1938
R_0_param_extant_morethan20_sim192.log	-3.40038329473769	18.2877904655434	2.5046
R_0_param_extant_morethan20_sim195.log	-7.5102859677477	-1.94181736607849	3.92282
R_0_param_extant_morethan20_sim199.log	-32.2556312507772	-2.01597001403373	4.50344
R_0_param_extant_morethan20_sim201.log	-2.48014466737764	0.564891665065867	3.01934
